_id,Scale ID,Task ID,O*NET-SOC Code
o_jobTaskRatings/4caae926-488b-47fa-9238-c4369beb041a,,5396,17-3031.01
o_jobTaskRatings/2ce460ee-4067-4c9f-a8d9-7d9d61fc84b2,,5399,17-3031.01
o_jobTaskRatings/083c6e4a-8a5d-4861-b003-2eea8b0740fa,,5411,17-3031.01
o_jobTaskRatings/1a797278-01e8-412d-948e-95e671b04732,,5410,17-3031.01
o_jobTaskRatings/2b460567-7e93-4483-856d-b66fe231bac8,,5412,17-3031.01
o_jobTaskRatings/aebd17e2-936b-4d60-9228-f1bd3a572d4f,,7461,17-3031.02
o_jobTaskRatings/648d3b3b-5bc3-424c-bbc8-d8621a1feabe,,20521,17-3031.02
o_jobTaskRatings/b6687a26-0006-4304-a769-587a3f4527c4,,7463,17-3031.02
o_jobTaskRatings/f041090a-3782-4ce2-b5d3-aceac10da5a4,,7465,17-3031.02
o_jobTaskRatings/eafdc10f-2bfd-474a-b44f-6c89751106b9,,7462,17-3031.02
o_jobTaskRatings/eef98253-1443-4fc5-b7a0-2400b8752d61,,7464,17-3031.02
o_jobTaskRatings/dbb19e28-2afc-437f-9889-d19b7427b02b,,7473,17-3031.02
o_jobTaskRatings/f84da481-6dc0-46a8-b238-663bb956c281,,7472,17-3031.02
o_jobTaskRatings/3a0390aa-0fd0-4eb9-a440-bb968877945a,,7476,17-3031.02
o_jobTaskRatings/9428ed12-b9b7-4184-8e24-e2b2d4b5bb1d,,7479,17-3031.02
o_jobTaskRatings/358ceffe-69e6-4494-afbb-58e5c9380eee,,7468,17-3031.02
o_jobTaskRatings/4cbb5c68-3598-4751-a47f-20ee05f1b5c5,,7466,17-3031.02
o_jobTaskRatings/89ce8cf0-926d-406a-8c7e-7190a5071ef8,,7470,17-3031.02
o_jobTaskRatings/192e02f8-7f16-45ef-b199-8fe8c57bdd01,,7483,17-3031.02
o_jobTaskRatings/bddea8cd-88d0-4246-a58e-ab94c762afea,,7482,17-3031.02
o_jobTaskRatings/30abd8dc-455c-44fd-991a-aee2d7afed87,,7469,17-3031.02
o_jobTaskRatings/c43a59ab-446e-4e4a-9d2c-d4b8f4883b5e,,7475,17-3031.02
o_jobTaskRatings/f2adc188-e1ff-4807-af27-939e4f82edbb,,7474,17-3031.02
o_jobTaskRatings/de99086d-f41a-4912-9b5b-5384e638a3ed,,7484,17-3031.02
o_jobTaskRatings/1c626f70-71fe-44dc-93ce-03377a6f98ba,,7480,17-3031.02
o_jobTaskRatings/62ad519f-8798-4532-b2da-9bc3cff8acc4,,7478,17-3031.02
o_jobTaskRatings/c6e69a9c-0d0d-498d-bb68-41a3bf19d1fd,,7467,17-3031.02
o_jobTaskRatings/32f0c922-cf6a-49d0-8f0b-63a0ca7e4eac,,20522,17-3031.02
o_jobTaskRatings/6e4386ad-b0a6-4a41-9d58-9524d1663175,,7477,17-3031.02
o_jobTaskRatings/7054fb36-05fc-4b49-be3a-5a52837a08e2,,7471,17-3031.02
o_jobTaskRatings/2b338b7a-b42a-4b97-aff2-ab9e8c0f965c,,5415,19-1011.00
o_jobTaskRatings/6d629847-719c-482d-94d5-6d59adb9599c,,5414,19-1011.00
o_jobTaskRatings/be79566d-ec8c-46cf-ac34-c54d8a9aff48,,5417,19-1011.00
o_jobTaskRatings/2bd4d02e-1dfd-4ee4-8992-da3b353adb8d,,20865,19-1011.00
o_jobTaskRatings/44f96984-5b7e-47db-a004-62b821a4fd0e,,5416,19-1011.00
o_jobTaskRatings/4f3c165b-46ff-4ed7-842c-a905d4e04774,,5413,19-1011.00
o_jobTaskRatings/ca0c8908-3912-4e39-9e52-1ab2d4b31d3c,,5418,19-1011.00
o_jobTaskRatings/5236fbc3-00af-4750-9e4b-fea7b5581dbc,,5419,19-1011.00
o_jobTaskRatings/1af72d9a-749f-45ba-8e12-084cc8f38d59,,5420,19-1011.00
o_jobTaskRatings/639492f1-c2b4-4a36-9530-2b942788e2de,,7486,19-1012.00
o_jobTaskRatings/398be5db-065d-479f-a75d-d28cf3a4c809,,7494,19-1012.00
o_jobTaskRatings/79ff1e01-a17b-4c97-8407-2a69bc0eb5e1,,7488,19-1012.00
o_jobTaskRatings/ded1419a-8088-4512-b51d-6a590a855a8a,,7489,19-1012.00
o_jobTaskRatings/1b1514eb-1149-45db-973b-6cc4ac90fd15,,18612,19-1012.00
o_jobTaskRatings/7c62cc0d-a547-4fe4-9444-dbd1e3cdce4d,,7485,19-1012.00
o_jobTaskRatings/07b23142-12d9-4143-92d9-7105392e0fed,,7492,19-1012.00
o_jobTaskRatings/54d09728-397b-4836-ac33-d4520c56f5ca,,7491,19-1012.00
o_jobTaskRatings/ce79aeac-3845-4ca2-9cf6-6db2ad0947d6,,7487,19-1012.00
o_jobTaskRatings/78bbf034-785e-4551-84cb-3596a76021f4,,7490,19-1012.00
o_jobTaskRatings/d51a395b-33d9-4196-bb2c-b4d5503ca044,,7493,19-1012.00
o_jobTaskRatings/80b2b66e-9e59-4672-b28b-da1b60b8a631,,18611,19-1012.00
o_jobTaskRatings/d0a0e89e-ec7d-4320-ba09-eb8723d76a08,,7495,19-1012.00
o_jobTaskRatings/3311771e-3d6b-4eab-8815-df837e3b4af3,,9021,19-1013.00
o_jobTaskRatings/7a9d579b-ed4d-4371-85d8-8e93c12be5b4,,9025,19-1013.00
o_jobTaskRatings/db1fb4b5-f37d-4b29-8b3c-dedce8fbe706,,9035,19-1013.00
o_jobTaskRatings/609ba22d-eb78-451f-bffd-64faf1a07464,,9022,19-1013.00
o_jobTaskRatings/a66a5a85-5169-4556-8502-84263560a7a7,,19751,19-1013.00
o_jobTaskRatings/728c4a93-c583-4f47-bda0-b7094fe995d3,,9026,19-1013.00
o_jobTaskRatings/05bc762a-096a-4e33-bde8-84a066804303,,9029,19-1013.00
o_jobTaskRatings/c5199d01-2136-4194-b8ec-a5555427408b,,9036,19-1013.00
o_jobTaskRatings/d61d04b0-363c-4ce4-a994-e9762a38ba24,,19752,19-1013.00
o_jobTaskRatings/e280d6a2-b186-4b00-9be5-3c4c8b509cf9,,9024,19-1013.00
o_jobTaskRatings/bbfc7813-aeaf-43bd-8347-d6cbdccf498e,,19754,19-1013.00
o_jobTaskRatings/c4916c01-e795-462d-9169-ae61b3f1279e,,9023,19-1013.00
o_jobTaskRatings/6abf3f50-8f81-4e90-882d-ee2d34bda34b,,9030,19-1013.00
o_jobTaskRatings/a4f690a3-51e1-4501-bf46-0ba9665b96c6,,9038,19-1013.00
o_jobTaskRatings/236c1b16-8b17-45e8-a0b0-7db7639bf0d8,,9040,19-1013.00
o_jobTaskRatings/893f435f-0505-4c6c-b86a-0932ae746ae8,,9034,19-1013.00
o_jobTaskRatings/5dbbb1d5-a267-4fc4-b72e-af79726ccb54,,9039,19-1013.00
o_jobTaskRatings/0307f7c5-ef48-4072-842f-aaeb6f900388,,9037,19-1013.00
o_jobTaskRatings/3ce9b8ef-24cb-4e8f-9eb8-0de864d8c395,,9033,19-1013.00
o_jobTaskRatings/45d44ffd-c8bc-4600-8574-d35c08d76f41,,9041,19-1013.00
o_jobTaskRatings/70cedf7d-67c8-4537-b416-8aa930bafe3f,,9028,19-1013.00
o_jobTaskRatings/cd193a60-6c9f-4a76-ab01-579976f31632,,9027,19-1013.00
o_jobTaskRatings/7c2be10a-27a1-4bf4-a78d-89950623905b,,19753,19-1013.00
o_jobTaskRatings/84ea2262-ab35-4831-a60c-170617148730,,9031,19-1013.00
o_jobTaskRatings/3c21f3e2-a0c6-4c71-9227-e4dd77e293cb,,19750,19-1013.00
o_jobTaskRatings/14203015-5d4a-4fb6-80d8-298e816f21d4,,20199,19-1013.00
o_jobTaskRatings/c3a1b82b-bd23-4757-9ac6-87e4f0ad50ef,,20198,19-1013.00
o_jobTaskRatings/f28f4db1-4d54-4f6c-adbc-929f1a4edc0d,,18613,19-1020.01
o_jobTaskRatings/77928b22-a28b-4f56-a924-0dcb48a0b2bb,,173,19-1020.01
o_jobTaskRatings/ca231096-53e6-4bed-8d67-5d9b70709c5a,,175,19-1020.01
o_jobTaskRatings/d2aa2fb1-b16b-4907-977e-5dc47e4a322c,,174,19-1020.01
o_jobTaskRatings/4315e16a-9cbd-4b43-812d-bd46ef9308a4,,186,19-1020.01
o_jobTaskRatings/a1742ba7-fc47-4f5b-9592-2084e6c37692,,178,19-1020.01
o_jobTaskRatings/8f440b2d-3ee1-4d6e-937d-29d3843f2f75,,177,19-1020.01
o_jobTaskRatings/8d93a61b-88f7-4349-9e55-ae8577793e28,,189,19-1020.01
o_jobTaskRatings/2cf3948c-b9cb-4b18-813a-de3b41570273,,180,19-1020.01
o_jobTaskRatings/e855fd45-4b40-4e3c-8051-fefd525b2077,,187,19-1020.01
o_jobTaskRatings/00c4044c-f64b-4742-817f-9f9d5251f359,,18614,19-1020.01
o_jobTaskRatings/2889491b-37f6-4965-9aef-a7bd0d5f210e,,192,19-1020.01
o_jobTaskRatings/e60335de-7e4c-4932-9be5-e23a931e6884,,181,19-1020.01
o_jobTaskRatings/e256d703-ad92-4a23-91ce-edaba1e74e71,,176,19-1020.01
o_jobTaskRatings/e475d309-ba0f-4f3e-bb2b-880ce6cdee32,,21035,19-1020.01
o_jobTaskRatings/d951f1d7-f36e-4f8e-b01e-5a72daa236e5,,182,19-1020.01
o_jobTaskRatings/6cbeb420-1e21-431e-a153-58626b78626b,,188,19-1020.01
o_jobTaskRatings/bee6a79f-1808-4aff-b04b-c85efda7b176,,184,19-1020.01
o_jobTaskRatings/a02a9d23-8cc4-4746-a83e-9a14690899f4,,191,19-1020.01
o_jobTaskRatings/4cca8dd8-656c-4611-8b93-4b12755069ab,,185,19-1020.01
o_jobTaskRatings/97920819-cf80-4fd1-b6a1-6ef0ad37a1d3,,193,19-1020.01
o_jobTaskRatings/d8dbb7e7-a3de-4bed-bed9-a5a1588a0114,,194,19-1020.01
o_jobTaskRatings/0f476145-2798-4d9f-bb0d-8813651acf26,,12944,19-1021.00
o_jobTaskRatings/a1a03668-bf6c-48b3-a13c-f3396f603d67,,12932,19-1021.00
o_jobTaskRatings/6afd2294-e952-413f-8b58-48759eb71403,,12929,19-1021.00
o_jobTaskRatings/1ad5ced4-5d72-4aef-9aa5-455ec2f5bae7,,12948,19-1021.00
o_jobTaskRatings/2f30e264-c63d-4b22-bee5-1707a305ed1d,,12931,19-1021.00
o_jobTaskRatings/a3e908d4-ed75-4897-926f-340f7cf744b0,,12946,19-1021.00
o_jobTaskRatings/aa0199e1-42a4-4ab2-a8c8-6a4bc3cd7015,,12938,19-1021.00
o_jobTaskRatings/4990cfd7-5b7e-4e0e-995c-11275fc743bf,,12930,19-1021.00
o_jobTaskRatings/7a2c00b9-de51-4125-b333-d9f01bd8d29d,,12935,19-1021.00
o_jobTaskRatings/486aafb9-a529-46e4-8c20-12a7eca891c2,,12937,19-1021.00
o_jobTaskRatings/cc10ca83-7130-4e85-aea9-ec4851e71575,,12943,19-1021.00
o_jobTaskRatings/0246829c-c151-45c3-be29-eb4d670a0fe8,,12947,19-1021.00
o_jobTaskRatings/0a9edd10-0097-4212-ae0f-96ab361a73b2,,12936,19-1021.00
o_jobTaskRatings/3174a587-f563-44b4-8970-5efb5b486c35,,12933,19-1021.00
o_jobTaskRatings/c12da3d7-ec98-4ada-8032-baa51d837491,,12945,19-1021.00
o_jobTaskRatings/7d722088-92ab-4562-a4b3-33e4499e67cc,,12940,19-1021.00
o_jobTaskRatings/a02a9759-c7fb-41db-a76a-8fb921c99624,,12950,19-1021.00
o_jobTaskRatings/b793da9c-7892-44c9-b275-74d6de1e3c29,,12949,19-1021.00
o_jobTaskRatings/1dc53553-91af-41bc-a273-a06f7df79407,,12934,19-1021.00
o_jobTaskRatings/c4e0c3b6-011a-4c43-9a07-9a6a9b842e24,,12951,19-1021.00
o_jobTaskRatings/c226a39b-2d53-4127-9c48-a73e3e116748,,12942,19-1021.00
o_jobTaskRatings/d5b69bfe-9054-426e-a35c-8e4260642533,,12941,19-1021.00
o_jobTaskRatings/74a88459-b625-49f8-b557-fc5d742913df,,12939,19-1021.00
o_jobTaskRatings/08ecddd4-f3da-4e0b-add1-b7892a3aadc2,,15212,19-1022.00
o_jobTaskRatings/33caa8f1-ef1a-4090-a4d3-e4225d05563a,,3680,19-1022.00
o_jobTaskRatings/b70ebe6e-35e4-463c-af1c-a5d468ff0916,,3675,19-1022.00
o_jobTaskRatings/901bb363-0010-43ed-a309-100b014e3cc5,,3676,19-1022.00
o_jobTaskRatings/eab9afd7-977c-4cd4-9001-1c936aec838c,,3678,19-1022.00
o_jobTaskRatings/0ed55ec0-3ba8-43ef-bd6c-47eb8173b370,,3681,19-1022.00
o_jobTaskRatings/656e1398-17a6-4a50-97cd-2067bf9ff906,,3679,19-1022.00
o_jobTaskRatings/d038b1b6-68ae-4b62-8804-fc19088b3a1e,,15213,19-1022.00
o_jobTaskRatings/d4b0fe13-d13f-4b46-a13d-caccf9fcd6d1,,3683,19-1022.00
o_jobTaskRatings/f481509a-ec24-4c70-a124-5b79e207722d,,3677,19-1022.00
o_jobTaskRatings/73b0f035-1b86-4c05-ad06-337775a38176,,3682,19-1022.00
o_jobTaskRatings/731fae08-e924-4cc2-9fe9-bdf1c05a398c,,3685,19-1022.00
o_jobTaskRatings/6fe52d8a-0c92-42a2-a57e-cd1cfd791d83,,15214,19-1022.00
o_jobTaskRatings/f6d931a6-a095-432e-9349-53c90e4067e5,,3684,19-1022.00
o_jobTaskRatings/90bece58-d2c7-43e1-9941-535f3821727f,,1495,19-1023.00
o_jobTaskRatings/a98cadf1-e86b-4d47-9e3d-1612e33bc3a4,,1493,19-1023.00
o_jobTaskRatings/b62f020a-0bc8-4cc6-bd68-63f4792f20e2,,1496,19-1023.00
o_jobTaskRatings/400bc63d-9980-434a-b60f-1587ccb58b36,,18616,19-1023.00
o_jobTaskRatings/4f626f3c-3490-4a49-985b-2b7b1b501af2,,1492,19-1023.00
o_jobTaskRatings/f6d8f2ad-7a50-4933-9992-9faf5cd1d280,,18615,19-1023.00
o_jobTaskRatings/c660bf14-d2d2-4af6-af3e-dd0ec109dcaa,,1497,19-1023.00
o_jobTaskRatings/fb6449cc-1e48-464b-a43d-bec8804ff54b,,1499,19-1023.00
o_jobTaskRatings/d01c2f7c-fcd0-43bb-9161-0b7c6128250b,,1494,19-1023.00
o_jobTaskRatings/9327fbb6-4f24-4ada-b09c-ba7f9174aa8c,,1501,19-1023.00
o_jobTaskRatings/6dd5ae85-f144-4c6c-8571-22544cf317a4,,1502,19-1023.00
o_jobTaskRatings/3d651619-f0ec-4c08-bc1c-3363f9dff26b,,1503,19-1023.00
o_jobTaskRatings/498d092a-5fea-4b26-b6e7-967fcd0cbfef,,1504,19-1023.00
o_jobTaskRatings/304ae0d9-3391-4a38-9589-69b8ac93475a,,1498,19-1023.00
o_jobTaskRatings/dafbc4fc-9aec-4112-b950-4118e6f28c97,,16786,19-1029.01
o_jobTaskRatings/53cecf6e-a135-4f38-bdd7-177840ce439c,,16792,19-1029.01
o_jobTaskRatings/f56a7335-5fc0-4295-8f45-d1df3e3c8d76,,16790,19-1029.01
o_jobTaskRatings/61f4f091-7767-4d87-ab2b-a9988606faec,,16794,19-1029.01
o_jobTaskRatings/ed926a1b-8fde-4de0-a391-2f7f1dcd0b29,,16795,19-1029.01
o_jobTaskRatings/21e275a9-27cd-45bd-8369-715fa448d704,,16777,19-1029.01
o_jobTaskRatings/3569738c-49d2-4a0a-87df-66737b8d16cd,,16787,19-1029.01
o_jobTaskRatings/caa0fde3-19f9-4912-be2b-a017b8df3e11,,16791,19-1029.01
o_jobTaskRatings/39f25184-7ac7-4c89-a453-4b80803246c7,,16789,19-1029.01
o_jobTaskRatings/dfb41415-9411-4dca-b7c0-c17839900424,,16793,19-1029.01
o_jobTaskRatings/5c5c1d9f-d016-4579-b729-53daa386861c,,16785,19-1029.01
o_jobTaskRatings/67fc4387-64d5-40ed-8a9a-b9f76ce02e84,,16781,19-1029.01
o_jobTaskRatings/3b830159-c1ca-4608-a86c-74c41a3cc6e3,,16788,19-1029.01
o_jobTaskRatings/131135b0-09de-4985-8522-f47e5ddf4304,,16784,19-1029.01
o_jobTaskRatings/7f2f1dd5-38ae-4a49-b555-4c9643b75c52,,16778,19-1029.01
o_jobTaskRatings/ca11cbe8-e0ef-457a-ac00-de86fa2d0225,,16776,19-1029.01
o_jobTaskRatings/a87c6475-311e-4fe5-b5d4-aa474a749685,,16783,19-1029.01
o_jobTaskRatings/85059b83-6c43-49c7-87da-3341e13a8749,,16779,19-1029.01
o_jobTaskRatings/b07561d1-a803-4362-9601-52cbb7221937,,16780,19-1029.01
o_jobTaskRatings/e879cdeb-d621-4e4f-a410-57fcf3670f60,,16782,19-1029.01
o_jobTaskRatings/2b8c0863-f283-4af2-8f68-ba44be4fe659,,16807,19-1029.02
o_jobTaskRatings/08ea1822-53e1-4480-9e73-8525b5c59c69,,16813,19-1029.02
o_jobTaskRatings/c56f2549-f253-458a-a0fc-3db1bdbd8a27,,16814,19-1029.02
o_jobTaskRatings/713a2c7a-9d82-493e-a150-31e45a9d1b4e,,16815,19-1029.02
o_jobTaskRatings/bd78b4a9-360a-4f94-a0fc-a1e4811fec44,,16802,19-1029.02
o_jobTaskRatings/4a55d052-98ff-49ea-a172-47f9901352e3,,16805,19-1029.02
o_jobTaskRatings/512fe1ec-8403-4344-ad91-86ab2cd234ea,,16810,19-1029.02
o_jobTaskRatings/833579a8-51c9-475f-a947-86f71495cb66,,16803,19-1029.02
o_jobTaskRatings/53d6ab67-aa06-443f-a099-3bbc3254992e,,16808,19-1029.02
o_jobTaskRatings/2a3713d8-77a5-46b6-aa89-433da63deccf,,16806,19-1029.02
o_jobTaskRatings/c3b24476-17fd-4632-b65f-dd97f28a5222,,16811,19-1029.02
o_jobTaskRatings/0193f80d-c285-413d-b887-6c03bd1e8802,,16800,19-1029.02
o_jobTaskRatings/b9780960-379e-4b75-a0f5-d2397f06fc33,,16809,19-1029.02
o_jobTaskRatings/4c41f23f-2a74-4e09-9ae6-2e0f6dc0cd63,,16804,19-1029.02
o_jobTaskRatings/835ea437-b75d-4be6-877a-21131c98d364,,16799,19-1029.02
o_jobTaskRatings/3267a182-cdb1-4d31-915d-7c63047afeed,,16798,19-1029.02
o_jobTaskRatings/823f0fff-dbb4-48f1-bbe3-31db5bd86d9b,,16796,19-1029.02
o_jobTaskRatings/23ac41a5-7a10-4a7e-9b36-6a59836179ef,,16816,19-1029.02
o_jobTaskRatings/140c588e-4b3b-449f-9124-6ef528fc3c97,,16797,19-1029.02
o_jobTaskRatings/bdd36eb1-ef2b-4a4e-b2e5-ff4df73ff939,,16812,19-1029.02
o_jobTaskRatings/b335d637-79b1-4b06-9d39-030d9f30dc66,,16801,19-1029.02
o_jobTaskRatings/6c30962b-cbd7-4c1b-a3e0-b8e6025095cf,,16829,19-1029.03
o_jobTaskRatings/d0705669-81ad-45bc-ac1d-7f4179ab3e11,,16823,19-1029.03
o_jobTaskRatings/4b5479e1-5827-41a2-967f-acd0b5843995,,16832,19-1029.03
o_jobTaskRatings/5a5a55b8-9251-4705-b88e-8a47bc52092b,,16817,19-1029.03
o_jobTaskRatings/c7c4bcb7-81dd-45bf-9c48-9cc2f4abf56d,,16827,19-1029.03
o_jobTaskRatings/4fad9a1a-58f4-4b23-a314-31e1469828ed,,16828,19-1029.03
o_jobTaskRatings/888d4a17-d46e-4899-b2e1-6c2ff66984db,,16826,19-1029.03
o_jobTaskRatings/6a674db3-336d-4ead-b837-728e0b704c74,,16830,19-1029.03
o_jobTaskRatings/fe58e68f-6e1f-44b6-8cd5-4334775c0f2f,,16831,19-1029.03
o_jobTaskRatings/f0cff13f-faf8-40f9-b453-c5137ed015b0,,16822,19-1029.03
o_jobTaskRatings/a792a46c-b623-4a54-b92f-35b2c50109b1,,16834,19-1029.03
o_jobTaskRatings/30dd14aa-93b6-470f-ad39-eaa39e90ede6,,16833,19-1029.03
o_jobTaskRatings/118e225e-9b68-4b36-93a6-bf2b8b7aa7bd,,16839,19-1029.03
o_jobTaskRatings/9c52f777-785f-4b2b-a6a2-83b67dc81b78,,16837,19-1029.03
o_jobTaskRatings/d06a8b05-6d7b-4c94-8b80-5e084846adb6,,16821,19-1029.03
o_jobTaskRatings/6e551bda-1eca-48c5-88e6-64137666f57e,,16838,19-1029.03
o_jobTaskRatings/0fb70e76-dbec-468d-a1a4-3f9516769973,,16818,19-1029.03
o_jobTaskRatings/66d53fa7-c31f-4533-99da-970ac3f730cf,,16824,19-1029.03
o_jobTaskRatings/0937acb3-be72-471e-93c7-dc4b2e690be6,,16825,19-1029.03
o_jobTaskRatings/0dc03b37-c0ec-4a8d-8a8a-fbd8fd4bb315,,16835,19-1029.03
o_jobTaskRatings/318329a4-92fc-41e7-83d2-77c1ba68573a,,16836,19-1029.03
o_jobTaskRatings/9d080b11-a0e0-4a82-acbe-6e6a958a5c85,,16840,19-1029.03
o_jobTaskRatings/aef4644d-07b6-40fe-8f30-588f0c8d9999,,16819,19-1029.03
o_jobTaskRatings/fc029bc2-fc43-44a6-9e88-fd2868523421,,16820,19-1029.03
o_jobTaskRatings/9f8e81ab-44bf-4cb3-930b-1b3c562d7b95,,20036,19-1031.01
o_jobTaskRatings/3febc6f7-fd5d-4327-b25e-9a884f1a43d3,,9047,19-1031.01
o_jobTaskRatings/a219efaf-7309-4d62-9931-210d419a6dd0,,20044,19-1031.01
o_jobTaskRatings/706dc3bf-5216-4c8b-ae60-05e2a734a154,,20041,19-1031.01
o_jobTaskRatings/ddda566a-ea00-4eb5-9bb4-5ec591233205,,9042,19-1031.01
o_jobTaskRatings/8d3b6e39-bc3f-4863-8b90-9b3bab171ff8,,9043,19-1031.01
o_jobTaskRatings/4f224d14-087e-4109-928c-16c560667999,,20042,19-1031.01
o_jobTaskRatings/335d9018-3760-4c80-a2d2-7d1a46013c0a,,20039,19-1031.01
o_jobTaskRatings/d256b5c7-78e2-4514-9179-736db03f9834,,20048,19-1031.01
o_jobTaskRatings/68a5f220-3e76-49f6-996b-f9452792566b,,9064,19-1031.01
o_jobTaskRatings/298432af-3c3a-4222-886d-dca0c13b44e6,,9049,19-1031.01
o_jobTaskRatings/26731e91-d594-4b34-bd9d-d593f2f4b380,,9057,19-1031.01
o_jobTaskRatings/d849c9a0-f6c8-41d8-a0c9-5ffad5a0ec50,,9055,19-1031.01
o_jobTaskRatings/cf6b4695-2a9c-4e99-9da3-e594eb18c9e9,,9056,19-1031.01
o_jobTaskRatings/36fdebe5-c999-4770-8b64-a93cded52ab1,,9051,19-1031.01
o_jobTaskRatings/570db624-686c-43d2-9c7b-1da7183ef653,,9050,19-1031.01
o_jobTaskRatings/9c1d5fc3-7ee0-461d-9362-862f4fbc9a64,,9062,19-1031.01
o_jobTaskRatings/e6bfa71c-2e74-4904-865a-5cc998bf18f3,,20043,19-1031.01
o_jobTaskRatings/80df0e93-2312-4010-ae82-4d31c3ab2069,,20045,19-1031.01
o_jobTaskRatings/38562768-3ece-43cf-b761-37ce1118948e,,9060,19-1031.01
o_jobTaskRatings/00f412fd-c4ba-455a-b4b0-fab26a473790,,9045,19-1031.01
o_jobTaskRatings/b0c042d1-00ee-44fd-98bc-0d68d9b1886e,,9058,19-1031.01
o_jobTaskRatings/8668cbc2-406d-4415-9858-c03bb4f5b250,,20046,19-1031.01
o_jobTaskRatings/2dcabe1d-d755-40cf-a669-8088d3a5be72,,9054,19-1031.01
o_jobTaskRatings/44257ff7-b077-49d8-bbde-363263a8230a,,9061,19-1031.01
o_jobTaskRatings/e5faba86-73a0-4bb9-b44a-a7af9aec30ef,,20037,19-1031.01
o_jobTaskRatings/71ff0ad9-8614-45cd-a962-a50f5a9c2495,,20047,19-1031.01
o_jobTaskRatings/821a1741-6b0b-45e1-8771-7dfcdca5d45b,,9066,19-1031.01
o_jobTaskRatings/48609595-133c-4240-a8b3-9126a7c2c641,,20040,19-1031.01
o_jobTaskRatings/81d28b7e-e6ad-4ebc-8411-df74ec553d08,,20035,19-1031.01
o_jobTaskRatings/b669d3ae-291e-4f84-86cb-fce6745118cd,,20038,19-1031.01
o_jobTaskRatings/87cd34a5-551a-46df-80fd-87b955131172,,9065,19-1031.01
o_jobTaskRatings/3b4f08a4-7e24-42f0-9ad4-6e8a99bb3330,,9063,19-1031.01
o_jobTaskRatings/ee27f0e5-1386-436e-849d-f95274a6f976,,7496,19-1031.02
o_jobTaskRatings/f6b3cb7e-7d54-4c61-b83c-7af01810c8dd,,7497,19-1031.02
o_jobTaskRatings/2fa18593-5f6b-4b7d-a5f6-5eabb4dbed49,,7498,19-1031.02
o_jobTaskRatings/2d601bf5-9ad4-4e6d-aa51-5a2fdd211b8a,,7499,19-1031.02
o_jobTaskRatings/b13c1ba3-09c8-4512-a338-1f280a25fd04,,7500,19-1031.02
o_jobTaskRatings/a1405214-3ece-4324-bb3a-b50cb41fec98,,7501,19-1031.02
o_jobTaskRatings/a0ee651f-8659-46b6-9bff-25f4d15d4768,,7502,19-1031.02
o_jobTaskRatings/18006a8c-7be6-459d-a7de-48f61a2f1b5c,,7503,19-1031.02
o_jobTaskRatings/a737104d-a9d5-43bc-b922-7bfbcbcab879,,7504,19-1031.02
o_jobTaskRatings/e313c9e7-e8eb-49ad-a931-d39ad2d3a967,,7505,19-1031.02
o_jobTaskRatings/ebc86188-ec20-4cd8-a134-871f1146ff44,,7506,19-1031.02
o_jobTaskRatings/1334eac6-a2fb-4efc-840e-e2c23d87b43f,,7507,19-1031.02
o_jobTaskRatings/396f6f4f-1449-4a99-86f9-35f3ab506367,,7508,19-1031.02
o_jobTaskRatings/f0ccf244-8ccd-468c-8727-453ff0502c3c,,7509,19-1031.02
o_jobTaskRatings/42bde1c6-caaa-4df2-8791-c0f398fba748,,7510,19-1031.02
o_jobTaskRatings/d15980ab-7c6c-4f06-82a3-d1f7807fdbbe,,7511,19-1031.02
o_jobTaskRatings/924b4aa7-9c5c-41f5-b2c2-9d3d1257c190,,3687,19-1031.03
o_jobTaskRatings/88f67633-73a7-4c55-a715-abec41a419e8,,3688,19-1031.03
o_jobTaskRatings/27b3303c-faf0-4acf-99b0-52a8290fb2af,,20866,19-1031.03
o_jobTaskRatings/4c8fa82a-a14a-47df-8c54-7a8e62630af5,,3686,19-1031.03
o_jobTaskRatings/34452b10-71bd-47c3-98ca-485c84e4f216,,20867,19-1031.03
o_jobTaskRatings/9ca016a3-0e19-4042-a5a1-b074e12678a3,,3696,19-1031.03
o_jobTaskRatings/2b190875-4766-460a-9b40-aeead9252fcf,,3689,19-1031.03
o_jobTaskRatings/ad07a275-4dc6-44f7-99ab-2b9db813ef40,,3690,19-1031.03
o_jobTaskRatings/4818bbf2-9ec5-4335-be8a-7745e3c96a99,,3691,19-1031.03
o_jobTaskRatings/ee76af6b-fb8d-4c6f-9668-2fd160015822,,3701,19-1031.03
o_jobTaskRatings/0b57ded6-eb33-410e-8db6-9a80d14616c6,,3695,19-1031.03
o_jobTaskRatings/58468083-ed76-47c0-a42c-6accdb129c7c,,3694,19-1031.03
o_jobTaskRatings/7bb5ff02-202f-4778-8c8d-a2e5f4835ad4,,3698,19-1031.03
o_jobTaskRatings/60cdc059-95e0-498d-8e24-be0ac9a7e319,,3699,19-1031.03
o_jobTaskRatings/1cda2f9c-245e-4087-87f1-776afea9b6f1,,3697,19-1031.03
o_jobTaskRatings/bec2f7be-d4fb-41aa-81bd-601fa4370f7b,,3692,19-1031.03
o_jobTaskRatings/8b118b72-8bd4-42de-8993-699514ba774b,,3700,19-1031.03
o_jobTaskRatings/0f7059e0-cf2d-4848-b6af-11f2fd52df7c,,3693,19-1031.03
o_jobTaskRatings/b88d9823-db61-4876-91d8-912800f8ae00,,195,19-1032.00
