_id,Element ID,DWA ID,DWA Title
o_dwa/d515b89d-d949-40fb-a94c-d4933158b5df,4.A.2.a.4,4.A.2.a.4.I04.D02,Analyze data to identify trends or relationships among variables.
o_dwa/078e5877-3e10-4e7b-aefd-7d12c20329ee,4.A.2.a.4,4.A.2.a.4.I05.D01,Evaluate technical data to determine effect on designs or plans.
o_dwa/eed9fbbb-0d03-4116-a2cc-eff459cbff02,4.A.2.a.4,4.A.2.a.4.I05.D02,Analyze design requirements for computer or electronics systems.
o_dwa/a6dce041-fc2c-4fcf-9258-630d7939aca1,4.A.2.a.4,4.A.2.a.4.I05.D03,Evaluate designs or specifications to ensure quality.
o_dwa/e9d20c00-1945-4e62-ac00-f511d2cf55fb,4.A.2.a.4,4.A.2.a.4.I05.D04,Analyze green technology design requirements.
o_dwa/fb95c4ae-4e34-4c33-866e-4b89961c273a,4.A.2.a.4,4.A.2.a.4.I05.D05,Analyze project data to determine specifications or requirements.
o_dwa/3d36378d-0969-4795-8a3e-be02d9fc9873,4.A.2.a.4,4.A.2.a.4.I05.D06,Analyze design or requirements information for mechanical equipment or systems.
o_dwa/f111d251-0575-4261-a18b-2bc84f317d90,4.A.2.a.4,4.A.2.a.4.I05.D07,Evaluate environmental or sustainability projects.
o_dwa/2a0e77bc-0dc1-49f7-9dc0-cabb4cae27e5,4.A.2.a.4,4.A.2.a.4.I05.D08,Analyze costs and benefits of proposed designs or projects.
o_dwa/97251ff7-c6f5-480a-96e7-e08376fba3d1,4.A.2.a.4,4.A.2.a.4.I06.D01,Analyze health-related data.
o_dwa/dc43e1fe-55da-4ba0-932a-5fe41c0ce2bf,4.A.2.a.4,4.A.2.a.4.I06.D02,Analyze patient data to determine patient needs or treatment goals.
o_dwa/9ad1e618-7a52-4d7e-9e42-83ff57231c79,4.A.2.a.4,4.A.2.a.4.I06.D03,Analyze test data or images to inform diagnosis or treatment.
o_dwa/543708f1-4fd1-4bda-8acc-824c2d71e4f7,4.A.2.a.4,4.A.2.a.4.I06.D04,Analyze medical data to determine cause of death.
o_dwa/3f2f12e1-d689-4154-ad6e-22fb0a597a83,4.A.2.a.4,4.A.2.a.4.I06.D05,Calculate numerical data for medical activities.
o_dwa/07891d38-d66b-4cde-8595-31206aeb28d5,4.A.2.a.4,4.A.2.a.4.I06.D06,Analyze quantitative data to determine effectiveness of treatments or therapies.
o_dwa/1ce8d9df-2f25-42ad-882a-42dabe699aa0,4.A.2.a.4,4.A.2.a.4.I07.D01,Calculate data to inform organizational operations.
o_dwa/e0dce83d-472c-42e4-91e4-655f53c58b51,4.A.2.a.4,4.A.2.a.4.I07.D02,Analyze operational or research data.
o_dwa/21a3383d-ea52-4661-b5bf-fae980b23043,4.A.2.a.4,4.A.2.a.4.I07.D03,"Analyze operational data to evaluate operations, processes or products."
o_dwa/87ab9b27-c774-4130-9d52-4b3cc1d7bfa2,4.A.2.a.4,4.A.2.a.4.I07.D04,Evaluate energy production data.
o_dwa/c66af161-1242-4d9b-a6ca-56cf95b242e1,4.A.2.a.4,4.A.2.a.4.I07.D05,Interpret research or operational data.
o_dwa/c31f42de-aeb8-43ed-8f0c-ae4ee461b23e,4.A.2.a.4,4.A.2.a.4.I07.D06,Model operational processes.
o_dwa/a8ae37c1-6b80-46f2-9fc0-34e15d020071,4.A.2.a.4,4.A.2.a.4.I07.D07,Analyze logistics processes.
o_dwa/d1946239-9605-4830-a465-0daaf06f9cf3,4.A.2.a.4,4.A.2.a.4.I07.D08,Analyze forecasting data to improve business decisions.
o_dwa/964be679-063f-4121-8095-7211e6e6f1b8,4.A.2.a.4,4.A.2.a.4.I07.D09,Analyze data to assess operational or project effectiveness.
o_dwa/40b9288f-7062-4b73-ba37-25414240867d,4.A.2.a.4,4.A.2.a.4.I07.D10,"Analyze jobs using observation, survey, or interview techniques."
o_dwa/6f422465-14b7-4d0e-9336-b304a5a41523,4.A.2.a.4,4.A.2.a.4.I07.D11,Analyze data to inform personnel decisions.
o_dwa/4b985e6c-9937-4c9c-8cc4-9f7023a37c26,4.A.2.a.4,4.A.2.a.4.I07.D12,Analyze data to inform operational decisions or activities.
o_dwa/2852b12e-48be-40e1-8798-46ebbdaeb6a9,4.A.2.a.4,4.A.2.a.4.I07.D13,Evaluate logistics methods to reduce environmental impact.
o_dwa/e07b0455-1699-4390-baaa-e9e86fa71316,4.A.2.a.4,4.A.2.a.4.I07.D14,Analyze data to identify or resolve operational problems.
o_dwa/1663fd5b-3d39-4a20-b599-8a1bb7476e24,4.A.2.a.4,4.A.2.a.4.I07.D15,Analyze shipping information to make routing decisions.
o_dwa/3922e278-16e0-4163-9ec1-eaff0224d947,4.A.2.a.4,4.A.2.a.4.I07.D16,Analyze traffic data.
o_dwa/72c9bf6e-d84d-46bf-83af-983dc8e4e7c7,4.A.2.a.4,4.A.2.a.4.I07.D17,Analyze energy usage data.
o_dwa/aa450d48-d745-4248-a06f-cd0b0fd799bd,4.A.2.a.4,4.A.2.a.4.I08.D01,Identify implications for cases from legal precedents or other legal information.
o_dwa/3c639c32-628d-4882-a497-e0fd2ee24fb6,4.A.2.a.4,4.A.2.a.4.I09.D01,Appraise environmental impact of regulations or policies.
o_dwa/98fc704c-5672-4cb8-829f-8e0683968de6,4.A.2.a.4,4.A.2.a.4.I09.D02,Analyze environmental regulations to ensure organizational compliance.
o_dwa/d550af2b-cb6b-4c56-9d10-ace8f7bca470,4.A.2.a.4,4.A.2.a.4.I09.D03,Analyze impact of legal or regulatory changes.
o_dwa/2b29efdc-e621-4c24-8fdc-240ef268f646,4.A.2.a.4,4.A.2.a.4.I09.D04,Evaluate applicable laws and regulations to determine impact on organizational activities.
o_dwa/69d67a8f-cf97-489e-8340-1a167c51a738,4.A.2.a.4,4.A.2.a.4.I10.D01,Analyze laboratory specimens to detect abnormalities or other problems.
o_dwa/9dea3c87-546c-4ce4-bba0-7efcbe74f2e5,4.A.2.a.4,4.A.2.a.4.I10.D02,Analyze forensic evidence to solve crimes.
o_dwa/43974711-a821-4f73-9ff9-08e1aad7ab6f,4.A.2.a.4,4.A.2.a.4.I10.D03,Analyze crime scene evidence.
o_dwa/b426d553-f6a5-4331-8246-2ffbf2081cba,4.A.2.a.4,4.A.2.a.4.I10.D04,Analyze laboratory findings.
o_dwa/282843c2-415d-47d2-a3d8-21d89535350a,4.A.2.a.4,4.A.2.a.4.I10.D05,Analyze biological samples.
o_dwa/4308cf35-7116-4daf-aa04-8c44f7de938c,4.A.2.a.4,4.A.2.a.4.I10.D06,Analyze chemical compounds or substances.
o_dwa/b9379a51-b34c-4570-ae35-ba55a0f59030,4.A.2.a.4,4.A.2.a.4.I11.D01,Analyze budgetary or accounting data.
o_dwa/13769cfd-b0c1-4d2a-a06a-136a9c7bbacb,4.A.2.a.4,4.A.2.a.4.I11.D02,Analyze financial information.
o_dwa/522c7b0d-96ad-4d0e-ad2a-15a4d5b2990e,4.A.2.a.4,4.A.2.a.4.I11.D03,Apply mathematical models of financial or business conditions.
o_dwa/43ac935c-a528-4319-a0d2-718d88921a02,4.A.2.a.4,4.A.2.a.4.I11.D04,Analyze business or financial data.
o_dwa/afba1f11-feb0-4835-bbfb-8ddb80377fae,4.A.2.a.4,4.A.2.a.4.I11.D05,Analyze financial records to improve budgeting or planning.
o_dwa/1ebb35d9-2225-4c46-9f04-2efe8c66c5b0,4.A.2.a.4,4.A.2.a.4.I11.D06,Analyze financial records or reports to determine state of operations.
o_dwa/bd2ab841-4ce8-4220-a676-bf3adae1a0c8,4.A.2.a.4,4.A.2.a.4.I11.D07,Analyze financial records to improve efficiency.
o_dwa/6dcefb09-60a3-410c-8528-f1b8c45a3af4,4.A.2.a.4,4.A.2.a.4.I12.D01,Conduct quantitative failure analyses of operational data.
o_dwa/d9563d26-21e3-4791-a565-c965ec3245e8,4.A.2.a.4,4.A.2.a.4.I12.D02,"Analyze security of systems, network, or data."
o_dwa/ef2f9fe9-5fb8-4563-93c6-9bf85247e008,4.A.2.a.4,4.A.2.a.4.I12.D03,Interpret design or operational test results.
o_dwa/1c28cbdf-edc3-4f04-be37-f2c501d0060e,4.A.2.a.4,4.A.2.a.4.I12.D04,Analyze test or validation data.
o_dwa/d05c7347-cf4d-4999-874a-601a3bcc4450,4.A.2.a.4,4.A.2.a.4.I12.D05,Analyze test or performance data to assess equipment operation.
o_dwa/66e99da8-9648-4434-ad6a-79607982fd83,4.A.2.b.1,4.A.2.b.1.I01.D01,"Estimate costs of products, services, or materials."
o_dwa/6473a681-5c6e-446f-bfaa-97031653af4d,4.A.2.b.1,4.A.2.b.1.I01.D02,Determine the value of goods or services.
o_dwa/f20fc220-1ee1-4254-b349-cacbf5ff8a0d,4.A.2.b.1,4.A.2.b.1.I01.D03,Estimate costs or terms of sales.
o_dwa/f8b530d8-5857-4c30-88fa-d464c6fc824f,4.A.2.b.1,4.A.2.b.1.I01.D04,Determine prices for menu items.
o_dwa/91a9cdff-4b34-4244-a166-f8fa5bfe5d15,4.A.2.b.1,4.A.2.b.1.I01.D05,Calculate shipping costs.
o_dwa/f75eb947-6ce0-4115-8723-5bf0094dac5d,4.A.2.b.1,4.A.2.b.1.I01.D06,Estimate costs of goods or services.
o_dwa/26ac91f8-04ea-419b-865d-9607b415f1b3,4.A.2.b.1,4.A.2.b.1.I01.D07,Calculate costs of goods or services.
o_dwa/b2c8341a-cd41-4542-9001-70dcfbf4caf5,4.A.2.b.1,4.A.2.b.1.I02.D01,Determine causes of operational problems or failures.
o_dwa/63f648a3-7e50-4b44-922f-caf3566b7a12,4.A.2.b.1,4.A.2.b.1.I02.D02,Troubleshoot equipment or systems operation problems.
o_dwa/0067224c-748e-4a7d-a875-5f696ee40293,4.A.2.b.1,4.A.2.b.1.I02.D03,Diagnose equipment malfunctions.
o_dwa/770782ef-ec56-4821-a8d0-1b84e2aa084b,4.A.2.b.1,4.A.2.b.1.I03.D01,Authorize construction activities.
o_dwa/14ff2af6-69a1-400f-862d-d49a54799eeb,4.A.2.b.1,4.A.2.b.1.I03.D02,Authorize financial actions.
o_dwa/4b2b2ece-c86e-4206-9555-6d6344147336,4.A.2.b.1,4.A.2.b.1.I03.D03,Authorize payments to settle legal disputes.
o_dwa/0a753183-204e-4e75-b637-3c86c99b2bf0,4.A.2.b.1,4.A.2.b.1.I03.D04,Approve expenditures.
o_dwa/9b12ecb2-c5f2-48e7-a7bb-23a586c3666f,4.A.2.b.1,4.A.2.b.1.I04.D01,Determine metal or plastic production methods.
o_dwa/3c7a3817-ba7c-41e9-af5a-4ba0c37efb29,4.A.2.b.1,4.A.2.b.1.I04.D02,Determine appropriate locations for operations or installations.
o_dwa/38c6d3ae-705f-4413-9aad-c65a92934ecd,4.A.2.b.1,4.A.2.b.1.I04.D03,Determine operational methods.
o_dwa/7eb79bbe-28d5-4282-b0d7-1e07f504401b,4.A.2.b.1,4.A.2.b.1.I04.D04,Determine operational procedures.
o_dwa/5a5ad5be-6e2f-4790-b468-570a9d087c93,4.A.2.b.1,4.A.2.b.1.I04.D05,Determine methods to minimize environmental impact of activities.
o_dwa/1871acec-7198-41f4-ba89-b644c2ce1e7a,4.A.2.b.1,4.A.2.b.1.I04.D06,Determine food production methods.
o_dwa/56fcccf5-460d-49a5-993d-c9724236268e,4.A.2.b.1,4.A.2.b.1.I04.D07,Determine forestry techniques or methods.
o_dwa/b899a712-2ee8-43ac-8c7f-29859180279e,4.A.2.b.1,4.A.2.b.1.I04.D08,Determine construction project layouts.
o_dwa/9b96b179-3bfd-422e-9a20-708b2c7acf13,4.A.2.b.1,4.A.2.b.1.I04.D09,Determine production equipment settings.
o_dwa/fa006913-3b6f-4d94-8153-48036391064f,4.A.2.b.1,4.A.2.b.1.I04.D10,Determine appropriate methods for data analysis.
o_dwa/7c3e9266-85b1-424e-9d12-7d3178fd8125,4.A.2.b.1,4.A.2.b.1.I04.D11,Determine protocols for medical procedures.
o_dwa/02b7db5b-68ae-4694-b359-57f259037f63,4.A.2.b.1,4.A.2.b.1.I04.D12,Choose optimal transportation routes or speeds.
o_dwa/1cfe2285-9dfa-4ad3-8977-cdea53ed3529,4.A.2.b.1,4.A.2.b.1.I04.D13,Determine technical requirements of productions or projects.
o_dwa/7144e002-4def-4a5b-a721-63300d6e24f4,4.A.2.b.1,4.A.2.b.1.I05.D01,Make decisions in legal cases.
o_dwa/139b869b-434d-4af2-aad7-4f67861fc0e1,4.A.2.b.1,4.A.2.b.1.I05.D02,Rule on admissibility of legal proceedings.
o_dwa/595c583a-b332-4786-9d5d-38974b0ad8f7,4.A.2.b.1,4.A.2.b.1.I06.D01,Diagnose dental conditions.
o_dwa/eec332e0-df14-49b2-a5c3-e2da62f5802a,4.A.2.b.1,4.A.2.b.1.I06.D02,Diagnose medical conditions.
o_dwa/ab0aa4bb-e6d4-41c3-be58-d1fe2f348414,4.A.2.b.1,4.A.2.b.1.I06.D03,Diagnose neural or psychological disorders.
o_dwa/1ff3d66f-0fa1-44fc-a0a8-79f628e76a53,4.A.2.b.1,4.A.2.b.1.I07.D01,Edit written materials.
o_dwa/9826461b-bda6-4f23-af7c-2d7cd660fbd2,4.A.2.b.1,4.A.2.b.1.I07.D02,Edit documents.
o_dwa/f2948112-c007-4269-b507-3834d284e5c9,4.A.2.b.1,4.A.2.b.1.I08.D01,Estimate technical or resource requirements for development or production projects.
o_dwa/9384f2af-402e-4fec-887c-a31a141112ed,4.A.2.b.1,4.A.2.b.1.I08.D02,Identify information technology project resource requirements.
o_dwa/d0b133cb-54d3-4a1f-b1d3-d0d0486498b3,4.A.2.b.1,4.A.2.b.1.I08.D03,Estimate labor requirements.
o_dwa/03fd8399-0c65-416e-870b-d7850a53ace3,4.A.2.b.1,4.A.2.b.1.I08.D04,"Calculate specific material, equipment, or labor requirements for production."
o_dwa/c55b7a3f-4bd5-48ed-a997-7ce99df6b762,4.A.2.b.1,4.A.2.b.1.I08.D05,Determine resource needs.
o_dwa/61dfeb77-7465-4573-b385-ae103d0a8447,4.A.2.b.1,4.A.2.b.1.I08.D06,"Estimate labor or resource requirements for forestry, fishing, or agricultural operations."
o_dwa/85ef5602-6773-4ec8-a6f2-5687e56a6050,4.A.2.b.1,4.A.2.b.1.I08.D07,"Estimate supplies, ingredients, or staff requirements for food preparation activities."
o_dwa/db09cb56-4c62-4670-86bc-4f2c9e67c095,4.A.2.b.1,4.A.2.b.1.I08.D08,Estimate cost or material requirements.
o_dwa/2628d3bb-69aa-4ae9-9676-bb99e754452b,4.A.2.b.1,4.A.2.b.1.I08.D09,Estimate material requirements for production.
o_dwa/94d241b9-5c1d-4da9-b63d-78e45e0cbfe0,4.A.2.b.1,4.A.2.b.1.I08.D10,Estimate time requirements for development or production projects.
o_dwa/c4cea602-70da-4996-8c21-1c0970468ba1,4.A.2.b.1,4.A.2.b.1.I08.D11,"Determine types of equipment, tools, or materials needed for jobs."
o_dwa/7302b5ed-b12b-4576-866d-cdb8cac5c453,4.A.2.b.1,4.A.2.b.1.I08.D12,Estimate materials requirements for projects.
o_dwa/720f27c6-e2c8-4027-ab46-0056ab9daaae,4.A.2.b.1,4.A.2.b.1.I08.D13,Calculate requirements for equipment installation or repair projects.
o_dwa/9bc5f870-d9a1-45e6-9153-5ba6c90cfe9d,4.A.2.b.1,4.A.2.b.1.I08.D14,Estimate construction project labor requirements.
o_dwa/4ee25c8b-8a0c-4a09-8b39-b470c6d95a31,4.A.2.b.1,4.A.2.b.1.I09.D01,Implement organizational process or policy changes.
o_dwa/577ddf45-db70-4f34-ae6c-2af575ec1cea,4.A.2.b.1,4.A.2.b.1.I09.D02,Implement transportation changes to reduce environmental impact.
o_dwa/cf172e76-a1dd-43a9-b4c6-215c5903a394,4.A.2.b.1,4.A.2.b.1.I09.D03,Apply new technologies to improve work processes.
o_dwa/55ff01ed-b23f-4aa2-a26f-582390c701f0,4.A.2.b.1,4.A.2.b.1.I09.D04,Implement advertising or marketing initiatives.
o_dwa/f11909f9-329c-483f-9e7b-ee0404a3748d,4.A.2.b.1,4.A.2.b.1.I09.D05,Implement financial decisions.
o_dwa/4b934c9c-e49d-4d06-b858-39818d9ac854,4.A.2.b.1,4.A.2.b.1.I09.D06,Implement design or process improvements.
o_dwa/21e2aad3-2282-4388-a89e-1cd45094f62e,4.A.2.b.1,4.A.2.b.1.I10.D01,"Select tools, equipment, or technologies for use in operations or projects."
o_dwa/4b3e72a6-e912-4cde-9a0c-b580f0acb707,4.A.2.b.1,4.A.2.b.1.I10.D02,Select project materials.
o_dwa/e063353d-d9f4-4512-937e-a7bb55d3fbf1,4.A.2.b.1,4.A.2.b.1.I10.D03,Select materials or props.
o_dwa/17c58ff6-9c32-490e-8268-0be3227925c4,4.A.2.b.1,4.A.2.b.1.I10.D04,"Select equipment, materials, or supplies for cleaning or maintenance activities."
o_dwa/8f6fb71b-9302-4ff2-82ae-d5748699744b,4.A.2.b.1,4.A.2.b.1.I10.D05,Select production input materials.
o_dwa/aa15e3ac-c1c1-4ec1-81f6-16df098edcb0,4.A.2.b.1,4.A.2.b.1.I10.D06,Select production equipment according to product specifications.
o_dwa/db9a3178-6ef8-4e86-ab57-acf001efb2ac,4.A.2.b.1,4.A.2.b.1.I10.D07,Select construction materials.
o_dwa/931446c1-abc1-4fce-b036-1468e1d808d6,4.A.2.b.1,4.A.2.b.1.I10.D08,Select medical equipment for addressing patient needs.
o_dwa/93217960-2c60-4814-ba20-2b3f5f43b5d4,4.A.2.b.1,4.A.2.b.1.I10.D09,Select construction equipment.
o_dwa/ce53c805-87b1-4115-bc52-75d7dacec00a,4.A.2.b.1,4.A.2.b.1.I10.D10,Select educational materials or equipment.
o_dwa/8d3545d7-7867-43fa-afda-569efc8d216c,4.A.2.b.1,4.A.2.b.1.I10.D11,Select resources needed to accomplish tasks.
o_dwa/e16bdfae-002c-4e6b-939f-d55b6c110887,4.A.2.b.1,4.A.2.b.1.I11.D01,Edit audio or video recordings.
o_dwa/fa99cf67-3707-4eca-93a5-6da27043deba,4.A.2.b.1,4.A.2.b.1.I11.D02,Mix sound inputs.
o_dwa/9eebf1c0-ded0-420c-a0e8-77d284427ad1,4.A.2.b.2,4.A.2.b.2.I01.D01,Develop treatment plans for patients or clients.
o_dwa/661d4d3c-280f-4e08-8c94-17f33e70aaba,4.A.2.b.2,4.A.2.b.2.I01.D02,Develop medical treatment plans.
o_dwa/6b096299-06d9-42c0-8bce-00b15901fe39,4.A.2.b.2,4.A.2.b.2.I01.D03,Develop exercise or conditioning programs.
o_dwa/1a4d6d08-399c-4cce-9b13-13f9ca35e0db,4.A.2.b.2,4.A.2.b.2.I01.D04,Develop patient therapy programs.
o_dwa/4a976112-25b0-4085-aa43-322929813975,4.A.2.b.2,4.A.2.b.2.I01.D05,Modify treatment plans to accommodate client needs.
o_dwa/a28c3388-f707-4e39-9515-5ceb6f14740e,4.A.2.b.2,4.A.2.b.2.I01.D06,Develop treatment plans that use non-medical therapies.
o_dwa/a02abc53-7797-4469-a8dc-3eeecfbb0cea,4.A.2.b.2,4.A.2.b.2.I01.D07,Establish treatment goals.
o_dwa/d64ef3e9-5411-4f6d-aad6-069f32ee3547,4.A.2.b.2,4.A.2.b.2.I02.D01,Develop software or computer applications.
o_dwa/63d28a63-90bc-40b2-bd45-3686f6b265d6,4.A.2.b.2,4.A.2.b.2.I02.D02,Develop computer or information systems.
o_dwa/877649a1-c5d3-485d-9073-e7c33a707a26,4.A.2.b.2,4.A.2.b.2.I02.D03,Design computer modeling or simulation programs.
o_dwa/b57a87b6-fa63-4b72-86a3-8de8aa13a28c,4.A.2.b.2,4.A.2.b.2.I02.D04,Develop computer or online applications.
o_dwa/be73458f-c0f1-4bbf-9b6f-47d0d27df4f7,4.A.2.b.2,4.A.2.b.2.I02.D05,Design integrated computer systems.
o_dwa/855f268c-7af5-435d-afed-489ead55afda,4.A.2.b.2,4.A.2.b.2.I02.D06,Develop software or applications for scientific or technical use.
o_dwa/9299ec50-0ec7-4eb0-a4c5-89cfd8785e9a,4.A.2.b.2,4.A.2.b.2.I02.D07,Modify software programs to improve performance.
o_dwa/32234baf-022f-4608-b971-d9e5c47a2570,4.A.2.b.2,4.A.2.b.2.I02.D08,Design websites or web applications.
o_dwa/9a5aae17-0851-4b2a-91e5-cfc012c9c61a,4.A.2.b.2,4.A.2.b.2.I02.D09,Design video game features or details.
o_dwa/035f7fff-6af6-4c1e-959b-9cdab418a5a0,4.A.2.b.2,4.A.2.b.2.I02.D10,Design software applications.
o_dwa/532aa7f5-fa83-4f86-9951-b51e6a76d5d8,4.A.2.b.2,4.A.2.b.2.I02.D11,Design healthcare-related software applications.
o_dwa/d7355809-c5b0-4da6-922e-0e1dc480262b,4.A.2.b.2,4.A.2.b.2.I02.D12,Apply information technology to solve business or other applied problems.
o_dwa/87663be7-734f-42d6-b874-b026dd2514e9,4.A.2.b.2,4.A.2.b.2.I03.D01,Develop business or market strategies.
o_dwa/ce3b2779-35f5-43e8-b658-b54c145969b3,4.A.2.b.2,4.A.2.b.2.I03.D02,Develop marketing plans or strategies for environmental initiatives.
o_dwa/f4a10a3e-0c7f-4ab8-b0b1-c9da83a7dbe7,4.A.2.b.2,4.A.2.b.2.I03.D03,Develop marketing plans or strategies.
o_dwa/dccb32b7-f799-4714-a2df-2c1f0f0cd305,4.A.2.b.2,4.A.2.b.2.I03.D04,Develop promotional strategies for religious organizations.
o_dwa/f8983397-e48f-47f0-9ebf-70253e5d428e,4.A.2.b.2,4.A.2.b.2.I03.D05,Develop promotional strategies or plans.
o_dwa/dffc6370-2618-4179-a8ff-b976fec9cd0f,4.A.2.b.2,4.A.2.b.2.I04.D01,Create new recipes or food presentations.
o_dwa/2925c3f8-2528-4711-8b17-6c12b89b016b,4.A.2.b.2,4.A.2.b.2.I04.D02,Plan menu options.
o_dwa/f5360885-cc52-4e9a-aac7-334f1b4453ab,4.A.2.b.2,4.A.2.b.2.I05.D01,Develop healthcare quality and safety procedures.
o_dwa/08dfde22-b9cf-4ca0-94ca-3ac0afb5d7f6,4.A.2.b.2,4.A.2.b.2.I05.D02,"Develop safety standards, policies, or procedures."
o_dwa/27414897-87a2-48ba-8c80-9f92f5847526,4.A.2.b.2,4.A.2.b.2.I05.D03,Establish rules or policies governing student behavior.
o_dwa/0aff1623-aecd-40d3-8dc8-ef1b8a5de50b,4.A.2.b.2,4.A.2.b.2.I05.D04,Develop fire safety or prevention programs or plans.
o_dwa/3f87bb1f-faf3-4cd6-b93b-4da54132567e,4.A.2.b.2,4.A.2.b.2.I06.D01,Develop database parameters or specifications.
o_dwa/621f9170-5638-4bad-aa8e-49a1efbf3fa8,4.A.2.b.2,4.A.2.b.2.I06.D02,Develop technical or scientific databases.
o_dwa/e1027c99-a7e1-4618-8a9e-30db70c6a23c,4.A.2.b.2,4.A.2.b.2.I06.D03,Develop library or archival databases.
o_dwa/898bc72b-3b6b-43f9-806e-6d73644a3e3e,4.A.2.b.2,4.A.2.b.2.I06.D04,Create databases to store electronic data.
o_dwa/1f46ccbe-fdc3-420b-bb33-61ace743768e,4.A.2.b.2,4.A.2.b.2.I07.D01,Determine design criteria or specifications.
o_dwa/bce889c2-7089-445b-af28-9e714785c632,4.A.2.b.2,4.A.2.b.2.I07.D02,Develop specifications for new products or processes.
o_dwa/9b71bb61-c77e-495c-8c36-5618fc46fcf7,4.A.2.b.2,4.A.2.b.2.I07.D03,Develop specifications or procedures for website development or maintenance.
o_dwa/22b07366-004d-4c31-8ddd-1b0d90364bf2,4.A.2.b.2,4.A.2.b.2.I07.D04,Develop technical specifications for systems or equipment.
o_dwa/c15ccfea-5292-4e9f-b866-3734846478be,4.A.2.b.2,4.A.2.b.2.I07.D05,Develop specifications for computer network operation.
o_dwa/1838b494-4693-482e-80af-a2429f13024f,4.A.2.b.2,4.A.2.b.2.I07.D06,Determine operational criteria or specifications.
o_dwa/70379873-3213-46e3-b5b4-9d82cebc750a,4.A.2.b.2,4.A.2.b.2.I07.D07,Develop performance metrics or standards related to information technology.
o_dwa/d5e35404-2ba3-445b-95f6-e61e93221ab5,4.A.2.b.2,4.A.2.b.2.I08.D01,Plan natural resources conservation or restoration programs.
o_dwa/b9ae7ef2-b383-4382-ba81-9f866fc03d0d,4.A.2.b.2,4.A.2.b.2.I08.D02,Develop environmental remediation or protection plans.
o_dwa/2eee57fd-0b47-4656-a51f-4a9a6b486588,4.A.2.b.2,4.A.2.b.2.I08.D03,Develop environmental sustainability plans or projects.
o_dwa/dd6b5111-ec82-4b0f-b218-7411f19857b1,4.A.2.b.2,4.A.2.b.2.I08.D04,Develop plans to manage natural or renewable resources.
o_dwa/6ffe9cdc-3321-4d87-a83c-2cd9ccae4ea7,4.A.2.b.2,4.A.2.b.2.I09.D01,Develop financial plans for clients.
o_dwa/7c79ac2e-beb1-4fe5-9340-b36ba159c4f5,4.A.2.b.2,4.A.2.b.2.I09.D02,Develop financial or business plans.
o_dwa/cfb550cf-0144-46b0-a5dd-73785e7a55e0,4.A.2.b.2,4.A.2.b.2.I10.D01,Develop health assessment methods or programs.
o_dwa/ccf90c14-53a9-43f8-9957-b7a16f9b978a,4.A.2.b.2,4.A.2.b.2.I10.D02,Develop tools to diagnose or assess needs.
o_dwa/79d7306b-be18-4174-a33a-af3aec2277f2,4.A.2.b.2,4.A.2.b.2.I11.D01,Plan facility layouts or designs.
o_dwa/69909d9c-ac19-49ca-9381-4505e92a4397,4.A.2.b.2,4.A.2.b.2.I11.D02,Incorporate green features into the design of structures or facilities.
o_dwa/39baf1a1-ea56-441f-9a31-bd9c30f3aa0e,4.A.2.b.2,4.A.2.b.2.I11.D03,Design civil structures or systems.
o_dwa/16ed0fb5-4233-4c7e-9fef-6e74b1a9aaa4,4.A.2.b.2,4.A.2.b.2.I11.D04,Design structures or facilities.
o_dwa/5550d062-dc4b-4f95-9929-1dbc5d6f9ab8,4.A.2.b.2,4.A.2.b.2.I12.D01,Develop promotional materials.
o_dwa/2fac9704-fa03-4132-b62c-ecf49cb5eb6c,4.A.2.b.2,4.A.2.b.2.I12.D02,Create marketing materials.
o_dwa/196d5866-a268-4c7a-bce4-e27acdcec395,4.A.2.b.2,4.A.2.b.2.I12.D03,Develop content for sales presentations or other materials.
o_dwa/4564f7b6-2110-420f-a90a-0e32cb6461d5,4.A.2.b.2,4.A.2.b.2.I13.D01,Design templates or patterns.
o_dwa/818a5066-d630-4266-aa1c-c4d7e20f6f9b,4.A.2.b.2,4.A.2.b.2.I13.D02,Design materials for industrial or commercial applications.
o_dwa/360c12e8-a2c2-4ba8-b888-493669fb145f,4.A.2.b.2,4.A.2.b.2.I13.D03,"Design micro- or nano-scale materials, devices, or systems."
o_dwa/3e9abcfe-56f2-47ce-9f55-918993e20566,4.A.2.b.2,4.A.2.b.2.I13.D04,Design medical devices or appliances.
o_dwa/cc976caa-c333-4dc8-ae2a-8f162d920314,4.A.2.b.2,4.A.2.b.2.I14.D01,Design industrial processing systems.
o_dwa/f61467e1-13ff-4fa9-85cb-f235187e4f7d,4.A.2.b.2,4.A.2.b.2.I14.D02,Develop equipment or component configurations.
o_dwa/02f1d105-fd0c-409e-8cab-18f20c5badc2,4.A.2.b.2,4.A.2.b.2.I14.D03,Design industrial equipment.
o_dwa/2042097c-19d2-4cb7-a3f2-f2fbec54cf19,4.A.2.b.2,4.A.2.b.2.I14.D04,Design energy production or management equipment or systems.
o_dwa/d4bcaf39-edbc-49c7-972a-730972583b7b,4.A.2.b.2,4.A.2.b.2.I14.D05,"Design tools, fixtures, or other devices for production equipment."
o_dwa/c0e752e3-1e29-457b-8216-8387570deddd,4.A.2.b.2,4.A.2.b.2.I14.D06,Design control systems for mechanical or other equipment.
o_dwa/6aaaea3b-a79a-4ac7-aaee-69e341d9fce9,4.A.2.b.2,4.A.2.b.2.I15.D01,Establish work standards.
