_id,Commodity Code,Commodity Title
o_tools/8159a700-941d-4bc3-ad55-451dafb96ffa,23101510,Polishing machines
o_tools/c8aee330-df2a-4f3a-a3d3-5b5fb31fcf0a,31242204,Optical diffusers
o_tools/4afa5a87-3df8-4846-bdb3-31ac5d826874,23101512,Sawing machines
o_tools/aff61cc6-5f2c-4c9b-ad2c-212c5aa86b8e,23101508,Cutting machines
o_tools/8b39a730-1c94-4469-a76c-a00ae7546017,24101612,Jacks
o_tools/66c303c5-3f00-4796-8458-c5929f3f7dbe,41122405,Laboratory forceps
o_tools/c2a59570-ca74-4785-9c67-b6f8a8832081,23271405,Laser welding machine
o_tools/e9f15eef-4f07-4fb5-a46b-dcb0453f3822,41111714,Loupes
o_tools/8033f7be-ddea-46f6-9e92-f480e0e0c6e5,41113025,Monochromators
o_tools/251b1724-2759-4697-8990-2265d8424b49,31242101,Optical mounts
o_tools/e2cf3565-dbbb-4a39-868f-d3237274aff6,31242104,Optical rails or bases
o_tools/8e6c5ef2-f962-49a9-897c-09ff72dd4dff,46181532,Lab coats
o_tools/7be6dcd5-da1b-4b56-82be-45e53c07529f,41114506,Spherometers
o_tools/b7c09d81-8db8-4216-acbb-812f784d1bc0,27111827,Adjustable angle plate
o_tools/b48d5cac-2c45-423c-a454-4ad23c19913d,23151501,Blow molding machines
o_tools/4a0552ef-c755-49a7-b976-1fa4316d0313,40102003,Electric boilers
o_tools/d7e81c1a-f53d-4f9a-b9f7-8b45a8644372,41103202,Laboratory washing machines
o_tools/236a514f-af9a-44c0-a6e3-517aa91b3093,41113717,Fiber optic test sources
o_tools/005d8139-3905-4862-8cc1-eb12f7ba9f60,23251808,Pipe bending mandrel
o_tools/54a13c41-d250-4276-baac-f3ef7fd4420d,23241619,Pipe reamer
o_tools/74ed51b9-4d73-443d-9cab-006344a261f5,24111803,Storage tanks
o_tools/6de0a345-1ef7-41b9-a252-39336c3c777c,40101826,Commercial water heaters
o_tools/5a21821b-be99-486b-99bc-632610633931,41103702,Thermostatic baths
o_tools/78a5c01c-da45-4792-81be-53b8e17ce777,46181501,Protective aprons
o_tools/07caf792-6514-4694-852e-179a898c2096,47101511,Ion exchange equipment
o_tools/1a68ddc0-98f1-474d-8b98-3958ce394c1e,46181810,Eyewashers or eye wash stations
o_tools/fb7f4f56-aab1-4eb0-938b-bc45fbe1c998,46182401,Decontamination shower
o_tools/cc9d9d89-6419-41f5-989b-d168925e8008,23271402,Ultrasonic welding machine
o_tools/36cbb946-61c8-49fb-94ae-a2ab74944904,27112005,Axes
o_tools/723481b5-a24b-4409-90f6-0edcd435c708,20122615,Seismic receivers
o_tools/fe577ba6-43bb-44a3-8c3d-a00caf4d342d,27111604,Hatchets
o_tools/5600f5f5-5b0a-4f36-8621-57d01595d7e4,27131504,Pneumatic hammer
o_tools/31c70402-f3cd-4b78-be4c-4b068631cb0b,41115815,Hematology analyzers
o_tools/a160c286-2a63-42b3-a89b-329a5ed022bf,21101904,Feed mixers
o_tools/7cff6792-aedc-461c-97e1-0f140b0c92d0,42142616,Blood collection syringes
o_tools/ac031dba-1148-4aaa-833c-19ccbe2ee37d,10141609,Restraints
o_tools/08ce5753-e673-4cd8-bdfe-bd5c0df0d026,23221101,Stunner
o_tools/22362840-9d26-44d4-9faf-f747748d1e9b,41103701,Circulating baths
o_tools/4b05c15c-b0ee-40dc-b094-2dad9bbaecf8,41115811,Deoxyribonucleic sequence analyzers
o_tools/65fad12f-fd77-4fc4-8ab4-4edc44f37cea,41102915,Histology sampling and dissecting stations
o_tools/35b4bad0-1b9a-4ba2-9d81-7a7e347a03a2,41104107,Vacuum blood collection tubes or containers
o_tools/edfc88d6-5f4b-470f-bffc-e08c7f1693c1,41104511,Hybridization ovens or incubators
o_tools/e9c5128b-0079-4371-8f2b-e996d0cf1841,23181603,Chopping machinery
o_tools/9607c7e5-9e7e-4b7e-a9e5-44c0b7c04a84,48101605,Commercial use food grinders
o_tools/c3ce7e39-3bb1-497f-8c0c-51b21b5c9b9e,41122101,Petri plates or dishes
o_tools/6450217a-49a1-4df8-869f-7d1c4991220d,41105302,Gel dryers
o_tools/974b298a-ead6-4877-897c-c77fbf6fa830,41104118,Specimen collection container
o_tools/2cefd15d-1d0b-45e9-9023-84eca2aa6e8a,41103907,Ultracentrifuges
o_tools/654b2f8e-564c-4cd1-aad6-35dc4fcd2a9d,41115801,Amino acid analyzers
o_tools/16970737-676d-4fde-9896-5d60e8938f7a,48101509,Commercial use deep fryers
o_tools/a184b92e-1679-489d-ad78-220945d2459c,24131607,Blast freezers
o_tools/e8650ee6-848a-4cdd-8a6d-b3a5f5fb776b,41111940,Color sensors
o_tools/de3a93db-9fbd-4f27-a5cd-578878d0a0d0,48101516,Commercial use microwave ovens
o_tools/5643344d-0bc0-4541-8ae9-46f1067fc630,41111948,Manual or electronic hematology differential cell counters
o_tools/f44c9d2d-3636-45e1-a6ea-dd06e95178e4,41104208,Dehydrators
o_tools/ded66b9c-99fc-45a9-b01c-1424eba49114,23181802,Juicing machinery
o_tools/ff510a10-c3e1-4433-a8d1-fe163e4dceaf,23181505,Dehydrating machinery
o_tools/f6685f93-4574-4b37-9ec8-d35fc4b0be90,48101603,Commercial use food choppers or cubers or dicers
o_tools/cab00ca3-40b9-4828-ad80-a82d322f2a22,23181507,Crushing machinery
o_tools/bd494493-bfea-473d-bca9-2f30effa484d,48101608,Commercial use mixers
o_tools/d2c3f378-48a4-438e-8137-f05d518a15d3,48101616,Commercial use food slicers
o_tools/7178b1e0-89ce-47a2-8f3e-4ae1ec0e9642,48101511,Commercial use griddles
o_tools/5217fb97-2a9e-4acb-9a29-4003acc2e94d,48101512,Commercial use grills
o_tools/e4930c1c-4daf-4b42-96b1-d0592c08158d,23181804,Ice cream machines
o_tools/d4681252-5687-464d-848a-f6ec3129af51,48101521,Commercial use ranges
o_tools/84704267-4242-439d-b7fc-8eea8c27e7ce,23181703,Cooking machinery
o_tools/281e35cc-a85f-4887-959e-3fc15bcd7dda,41104815,Kjeldahl nitrogen determination apparatus
o_tools/6696f40c-8580-4203-802a-9e0ffc04407d,23181604,Cutting machinery
o_tools/55ab664c-705d-4fb4-8c3d-8c52011177e5,41104921,Laboratory membrane filters
o_tools/2e0d7822-a1d9-466d-bca4-f917c2f60b4b,41103403,Microbiological aircontrol equipment
o_tools/daa99593-8e07-4dae-afc6-d8b5c96464e0,23181501,Filling machinery
o_tools/e602835d-1a28-428c-8a15-88fc94856d68,41104801,Flask or retort units
o_tools/04e954c1-48c2-47d4-9ed3-57f13bc0a868,23181702,Roasting machinery
o_tools/9b6c913b-cbd9-416c-acdf-7acb8ae3f570,41104807,Fat extractors
o_tools/06b6dd08-8ea1-4f57-bed5-5edc5f623fcd,23181508,Blanching machinery
o_tools/93ae1fe3-b6ba-494a-9ce4-ee6bcd3cf64e,48101524,Commercial use steamers
o_tools/4913c554-d6c8-4118-87da-f53ee2368fbe,41101502,Stomachers
o_tools/fd197146-ebd8-4c75-8d67-d226bb3bb597,41103315,Solution strength estimation apparatus
o_tools/116d8d08-aea7-47cd-bbdd-1368facc21da,23152903,Packaging vacuum
o_tools/0caad3ad-2298-470d-8730-be2e732fc2bc,41104207,Water analysis systems
o_tools/c642e7f4-52db-4484-8924-044313710c93,41113106,Infra red or ultra violet absorption analyzers
o_tools/0573dcd5-4276-44a5-99a1-2361a5c7d5cb,41113906,Permeability or porosity estimation apparatus
o_tools/820013a7-555c-49ca-b0a3-0402cd4cb01f,41106217,Specialty plates for bacteria
o_tools/9e1f5f62-3f67-4b50-bcb5-8c94931f04d4,41111735,Automated microscope stages
o_tools/67c304ea-cff5-4da9-81c6-63fc310e8872,41104304,Digestion systems
o_tools/9c69c2ad-e31d-4c68-95bd-a8f4765ee6c5,41105301,Gel boxes
o_tools/5c04ac67-6da7-4ebc-b728-c29b186fe699,41122108,Microbiology inoculation loops or needles
o_tools/7c61bd51-514e-4042-a259-6b18952a9439,41112901,Direction finding compasses
o_tools/dbe6b4b2-bb34-4980-b3a9-a65e8e0c77a6,41121509,Pasteur or transfer pipettes
o_tools/cb8db959-5b78-47db-b934-7962112e2b3a,41121813,Cuvettes
o_tools/96f947e9-636f-453b-b861-841c4ae80ea5,41105108,Laboratory general purpose tubing
o_tools/ed506ee5-0171-44d3-8622-da8d90bfa7b3,41115613,Salinity meter
o_tools/a9b9c288-dadd-4762-9bf9-7c268958da75,41102914,Ultrasonic disintegrators
o_tools/6e8b968b-6ae6-4fa0-9041-2d99c03baec8,41121802,Laboratory stirring rods
o_tools/89012320-5512-4b13-a8f9-23f489689bb7,41105304,Transilluminators
o_tools/239ce8a4-5692-4307-9827-6c494b88afed,41113405,Gamma counters
o_tools/8bfd182e-2d5a-4b40-96b1-0f6751463569,42203702,Medical imaging wet darkroom or daylight processors
o_tools/4ea79b45-37e0-435f-b709-100e41fd65a1,41103006,Cryogenic or liquid nitrogen freezers
o_tools/7a004764-08df-42d9-9232-46081d516da2,41103007,Chilling units or cold water circulators
o_tools/74e2b7cd-5c8a-4511-9bac-a0172477fc24,42203707,Medical x ray darkroom equipment or supplies
o_tools/1dc67a6b-1982-443d-bd61-70721e5b52d5,41105303,Electrophoresis system power supplies
o_tools/4b11a3a2-5099-46b9-a23f-e26a5f298080,26142001,Irradiation gamma sources
o_tools/f0e6cdaa-5528-447c-8b75-92606cc471e5,41102422,Dry baths or heating blocks
o_tools/6c2e3eec-7360-42f8-a6ba-579d17ede539,42203001,Mobile or transportable medical linear accelerators
o_tools/0dbd4058-b4e2-471e-8045-74ea01ad76cf,42203101,Radiobiological effect microdosimeters
o_tools/58ba8bb6-ffa9-476d-bbb7-b5ad5c07080a,41115715,Injectors
o_tools/65c645c9-0197-4b6c-b5d1-d904e6d6cf06,41113112,Paramagnetic susceptibility analyzers
o_tools/32578046-2b8f-42fd-85d7-0ee57ae6f861,41103809,Hematology or chemistry mixers
o_tools/c25e7ec1-0de9-40d2-84c9-efaeb971403c,41101801,Electron guns
o_tools/30e2dd65-e89a-48f2-81e8-100123613961,41115823,Protein analyzers
o_tools/48ef13c9-a4b8-4721-acce-c86d81265083,41102909,Tissue processors
o_tools/51bcf965-c7d5-4e0f-b27b-8c0f5abdb6ec,41121508,Electronic multichannel pipetters
o_tools/591400f2-f263-4562-b64c-113f6faf8827,41102402,Spirit burners
o_tools/bbc15c00-41b1-46f1-9c90-cc562b4211bd,41105203,Microbiology slide stainers
o_tools/98c54696-0b5d-4fee-af9a-3ab968f73e90,41102922,Automated cover slipping equipment
o_tools/aa785427-3337-4b31-a762-7e7798fc1150,42281502,Dry heat or hot air sterilizers
o_tools/eeef9a24-4225-401b-b2fb-95f1e3da077e,41122104,Tissue culture flasks
o_tools/e7a484e5-c476-4ea4-a013-d15b744c57d5,41121706,Culture tubes
o_tools/c16e9e03-e911-4c59-9986-721b8a137944,45141602,Developing tanks
o_tools/0a017e32-427c-4bb9-9dab-670c466f837b,41106208,Electroporation cuvettes
o_tools/20b26e54-e9d8-4662-a6fc-485684d89af9,41103813,Rotating shakers
o_tools/e4721489-1d31-488e-89f5-a9bb30bb7730,55111503,Electronic encyclopedias
o_tools/7e275858-5a42-48b7-bea9-b01657efa5a0,41103011,General purpose refrigerators or refrigerator freezers
o_tools/796ec347-bf02-4c3e-bc1e-a0cb1c538f88,41122808,General purpose trays
o_tools/918047ba-99a1-41bd-8796-5e80cc1cb449,41111705,Microscope objectives
o_tools/67ebdd99-2b29-4552-b0b3-5cc09d2a5a00,41121514,Pipette pumps
o_tools/1c565051-26f8-45ba-9d27-4af1af92e718,46181533,Protective coats
o_tools/0f02811c-bd57-4930-b115-14f1a1640d27,41121517,Pipetter inserts or accessories
o_tools/b82fed1a-ea1f-4860-b36d-c0cd4ff63fe2,41112221,Laboratory incubator thermometers
o_tools/80c2a0dc-2b3e-414d-87bf-8fc9656d51cc,41103709,Refrigerated baths
o_tools/50eec09a-c4e4-4078-93b9-c57b78660d68,46181605,Safety shoes
o_tools/aacb79d8-e941-4f40-8835-ade29978d99e,41122804,Test tube racks
o_tools/e1823777-1944-4f48-b019-16ee4980d9d3,41102507,Entomological catching equipment
o_tools/2c1f6197-f0a1-48d7-8e8d-45b1248a75a1,52161523,Radio frequency transmitters or receivers
o_tools/5d0db109-5b33-475b-81b6-275fa82b5442,10191701,Animal control traps
o_tools/1d43721d-60b6-4b02-927b-f2dceeb52979,49181602,Archery bows
o_tools/5588b66e-5438-4b0e-b6e3-ba6ec4642acb,25181713,Boat Trailer
o_tools/f5ac249a-a1c2-463f-a0e4-65cd09d2a809,25111804,Canoes or kayaks
o_tools/e16ced60-a129-451a-bd9e-e72796acbec1,49131603,Sporting traps
o_tools/a0bb9b55-3d82-47b3-9b34-f8896ce0c98a,46101505,Air rifles or air handguns
o_tools/94e80ddf-b744-4764-825c-afb8e185451c,60103915,Dissection kits or supplies
o_tools/c97a24b1-8840-4fe1-979c-2bad57a415a0,46182001,Masks or accessories
o_tools/c2d28c2b-44d6-4c7c-9d17-e45a159a04fd,41112212,Surface thermometers
o_tools/be7d781c-d932-4bc4-862d-e1ae4f5a8a5e,21111602,Pisciculture supplies
o_tools/42b413a5-c634-4259-8de8-1ec6f73914be,41104001,Sample changers
o_tools/bf888325-830e-4d9d-95b8-805de9fd3310,25111805,Personal motorized watercraft
o_tools/a368547d-9039-48ab-881b-0733adc81a29,10191703,Flying insect control traps
o_tools/fb6681b4-4b0c-4f9b-b31b-85f8f583b097,25111806,Rafts
o_tools/a6468744-15fc-4692-8c2e-b65ed439d997,49141504,Diving instruments or accessories
o_tools/68f51cc1-dc6c-4b4d-9c1b-faf2bb1c6ec8,25111802,Recreational motorboats
o_tools/c73d7635-eec3-4c81-a79d-0fe5dc219aec,49141505,Masks or fins or snorkels
o_tools/5e011f18-9eef-4d7e-baec-7c513ac40a74,25101903,Snowmobiles or snow scooter
o_tools/ca84478b-3b28-41af-b619-eea294018517,41111504,Pull spring balances
o_tools/a6aa3b3a-c2ba-49d9-b92a-1b35a108a82d,21102206,Forestry increment borers
o_tools/c394f95f-7aba-40a5-8a65-696945d6a02f,41104406,Plate incubators
o_tools/9f899a32-b979-48c3-9d12-3d8d029967fa,41121703,Centrifuge tubes
o_tools/687d27a1-eb84-4ea4-b962-78f2f287c0ab,41106610,General cloning vectors
o_tools/3ccb7991-bd2d-46ac-86cf-f3c93cc052d4,41103905,Floor centrifuges
o_tools/82e09ad5-d3e9-40d0-847e-4b2361358e37,41121505,Manual single channel positive displacement pipetters
o_tools/80690508-b903-43e6-b7e3-45e79b7486c0,41121506,Manual single channel repeating pipetters
o_tools/91f2b775-5b86-4738-a532-926960d8baf6,41116126,Immunology or serology test kits or supplies
o_tools/c45edf5f-08df-4593-8417-b3d5224c9957,41121510,Volumetric pipettes
o_tools/e87af0b6-906d-464c-8cbc-ad324508baa2,41105002,Laboratory sifting equipment
o_tools/82227fb3-60d2-492d-8e01-b57d16f99a02,27112040,Soil probe
o_tools/bd13ff09-a488-4730-9762-c477fd326759,46191612,Backpack water pump
o_tools/afbb61fa-2124-4c40-a7d9-5034ce33d395,27112035,Hedge trimmer
o_tools/18708c67-f409-40ce-92c5-264a6c0468b1,27112746,Chain saw
o_tools/ea9fdabd-fc26-4381-94da-83de9907a44a,12131707,Lighters
o_tools/4990bffa-47b9-42f8-8592-aa2a1ca226ca,46191605,Fire suppression hand tools
o_tools/8c37c2e3-a4de-4155-8b30-101d955746da,49131501,Fishing rods
o_tools/394c2500-ef27-489e-b596-191d1f5c654b,27112003,Rakes
o_tools/15e8658b-1523-4d58-84a1-6bf98bd3159d,25101701,Fire or rescue trucks
o_tools/1b75429b-412a-452b-bdcc-ba2daf5ede18,10141601,Bridles
o_tools/e1fc4015-0c7b-4d09-9cf3-906d9565fa81,10141604,Reins
o_tools/887b983b-7fc6-44a7-a420-00a09ff8bb9e,10141501,Saddles
o_tools/5764fa71-1d40-4d76-bc9e-de860f7628e3,46101504,Handguns
o_tools/cb0fa7ec-3c3e-456a-ae93-c5e19ed8489c,27112701,Power blowers
o_tools/081d3543-4701-4300-bb02-23579ea1a9a0,25161505,Mountain bicycles
o_tools/d068dcff-21ef-4ad5-a9b1-924ca358f7e2,49151502,Skis
o_tools/621cb332-03a1-4a6a-8ef7-0eb8c7690ac5,22101501,Front end loaders
o_tools/58d748f0-37cc-4d8c-b3d2-9b96cb02a8a2,27112047,High branch shears
o_tools/4d9615d2-be28-44b5-90b4-5b2a6a8c8dc0,27112039,Lopper
o_tools/609b202d-b2d1-4384-9238-e39d24b29139,27112038,Garden chainsaw
o_tools/8e8b9cd7-8b35-43d2-9645-fc115ca398c7,41115720,Chromatography tubing
o_tools/17274c8c-44e5-450c-9c26-68e6c74fc281,41113403,Beta counters
o_tools/8916a2e8-c93b-45a2-986d-f143cce4775b,41115805,Blood gas analyzers
o_tools/2ccccc18-edee-40e9-bbdc-e281989f820e,42201704,Medical ultrasound bone densitometers
o_tools/b05b602a-e6b2-41dd-b589-f9f28e325501,41115809,Coagulation analyzers
o_tools/85cb6489-46d3-4d95-a54d-f42e7b94b5be,41115713,Thin layer chromatography tanks
o_tools/74e09e54-0d2d-4e0a-a9cd-e8eac95344b0,41115706,Thinlayer chromatographs
o_tools/46c97d00-cc1b-4c23-967f-0e090275b534,41105316,Ultraviolet crosslinkers
o_tools/9e7913c3-ac5f-40e6-9651-f99ab35d38f9,41111907,Digital readout recorders
o_tools/7680433b-87ae-48f3-942a-98b41d0236be,41113625,Ionization chambers
o_tools/a2eb2d8b-48b5-43b4-9a04-68db3800a793,43221706,Radio antennas
o_tools/0bb8040d-dd5f-43e8-a1a9-9654875aa8e9,31242202,Polarizers
o_tools/b0a1141d-921a-40d6-841a-85783d70472d,31241804,Laser filters
o_tools/4ec2f1a8-57d0-4be4-aaea-819395f720f4,41113619,Galvanometers
o_tools/ea55ebcf-4a45-447b-91a6-78ce53fbcada,60105002,Geiger counters
o_tools/cff4d312-da05-4426-b43c-a6e41ee57469,60104910,Electromagnets
o_tools/5709ebc7-7428-4c60-8000-004c9b562f89,31242207,Optical breadboards
o_tools/06d8eba2-bd11-448a-8257-5d7c50e83236,42203902,Medical radiation films or badges
o_tools/a232ce62-b65e-4c95-9e34-e8b6e50daa58,41103306,Pneumatic vacuum equipment
o_tools/f5f61025-53d3-4255-ab0f-df174309cb85,41103805,Laboratory vibrators
o_tools/1c7eeabd-b0ca-435b-996c-03a1eae9fd89,41114404,Radiosonde apparatus
o_tools/4ddfad7f-a015-4fee-a5b6-5201f65e0b2d,41114411,Meteorology instrument accessories
o_tools/973a850e-75b2-4ef1-8865-9b1d1231587b,41102412,Hot air blowers
o_tools/5805533c-ccfb-4063-a905-36146a418df2,41103023,Laboratory chillers
o_tools/1fe961a5-836a-4638-8798-ef55550e7e20,41105315,Gel documentation accessories
o_tools/fd44b860-2c0c-4edf-a8eb-4f2352407a7f,41101707,Laboratory presses
o_tools/caac3596-6a01-457d-b4e6-9b1f95e8a40c,41111704,Illuminators for microscopes
o_tools/be130180-d422-4970-978a-9dbb92168174,41115716,Liquid chromatography fittings
o_tools/8031b5fa-4ad2-4c0b-ba39-7ec9894f5e17,41102919,Solvent recyclers
o_tools/80abeb48-7d13-45dd-8e28-0f7cb9401407,41122102,Multiwell plates
o_tools/feae2837-2e67-4215-b303-8a3442209ecb,23151607,Presses
o_tools/08b9058a-f160-46c6-a5af-d1b7253f4f8e,41102706,Crystal growing equipment
o_tools/bb73792f-61ca-4f38-b71b-7c79de49ae2f,41104019,Sampling manifolds
o_tools/fda8e04e-5f87-41ac-840c-ac4969886a39,27111607,Swaging tools
o_tools/aebf59ff-c002-4940-b1ff-e259e8b7c720,41114302,Logging instruments for water wells
o_tools/c6c522a7-e036-4c1d-b9e2-41e5c19a4cda,26141702,Dosimeters
o_tools/a7bef8b5-2464-4a4e-8aa2-a538bbb32699,41113104,Explosimeters
o_tools/9b2cb2c8-42ec-4e09-8937-f26d9bbd0943,41113314,Oil content monitors analyzers
o_tools/17e849b3-042c-4081-8899-5b27b174fc49,41113115,Radon detectors
o_tools/253e0fee-c7aa-4192-8dd0-eb3012f145fd,41116146,Toxicology test kits or supplies
o_tools/b7e26215-cff8-4bed-b420-e07260d667b9,22101514,Dredgers
o_tools/1f58aed4-0e75-4327-92a9-04e429306d9e,20121913,Well logging downhole test equipment
o_tools/a8874142-983f-46fd-b8ff-bf53c87f8b3c,41113107,Nitrogen gas analyzers
o_tools/6546ea53-5d45-4f28-b290-396122b87302,41113807,Resistivity geophysical instruments
o_tools/80023f0d-3a47-4a71-9e6b-b55ce5e955e2,41115610,Conductivity cells
o_tools/66fca969-8555-473a-aabc-c0db1fb5642f,41104018,Solid phase extraction preparations
o_tools/72fdadc8-423d-411a-a5ee-b0aa88e9f951,41102702,Scintillation crystal assemblies
o_tools/5e3d8c8e-0685-4fbb-bc20-cadb3e92c254,20122605,Seismic geophones
o_tools/1ee903ae-0dcf-4767-b374-996abc2b3eb9,41101702,Pestle or mortars
o_tools/e3ed66e1-e90f-4d8a-b33d-126c1a977433,20102101,Pneumatic rock drills
o_tools/3d1b7563-ec79-49a1-ad11-2d9865dab906,27112502,Pry bars
o_tools/d3fb6e71-c153-48f7-99c0-eddc0b809d61,20101504,Rock cutters
o_tools/fa3e6906-5c17-42a6-825f-5a7a8ebb91f3,20101713,Cyclone or vortex grinders
o_tools/bcf7f624-40e0-4bdb-baa8-ecb253c5bf96,41113908,Sand testing apparatus
o_tools/9e7c494d-a10f-47dd-b2a7-447982b36dd8,41114105,Portable seismic apparatus
o_tools/9b09f5d6-3348-4e2e-87e0-c7c0d8ec61aa,41112207,Thermographs
o_tools/881e1cd2-eb20-4aa8-a294-55a21538b0c3,32121610,Thermistor
o_tools/aa15f01e-1078-4391-88ea-c1b5ae883425,45121512,Underwater cameras
o_tools/99128d58-4719-4053-bd73-85da96b37f6c,20122902,Surface data logging sensors
o_tools/fcab1527-422f-44ac-8f0e-4e4313a69c1f,41104011,Filters or other spare parts for samplers
o_tools/446b04b5-9fbd-4f1d-ab65-82fa1363c562,20122903,Surface data logging units
o_tools/bda81307-5d48-4625-a0d1-58b93977d122,45121510,Aerial cameras
o_tools/ba9597d1-31f0-4414-82b5-16cd364cc271,42251502,Cognitive or dexterity or perceptual or sensory evaluation or testing products
o_tools/3b292a60-341f-411c-b467-f501ea85c323,42251504,Therapeutic pegboards or activity boards
o_tools/d58ce6ff-3b0e-4943-b8b7-e690b75bedeb,42271505,Respiratory monitoring kits or its accessories
o_tools/9db510c1-71df-4934-97ff-4fabf0d93928,42141804,Galvanic or faradic stimulators
o_tools/91685721-0bc0-4a3d-96d8-b9e896e134e8,41112209,Thermostats
o_tools/3b2e0426-3317-48e3-b08c-66633223b14f,41103506,PCR enclosures
o_tools/842de4df-24aa-4e24-b5d9-18f965883b55,42151614,Dental burs
o_tools/cb6006b1-69f9-4c83-a805-3ed2a62d5cf4,42151631,Dental probes
o_tools/527dc9d2-ae9c-411c-99af-fd26e2537f12,41122407,Laboratory scalpels
o_tools/ad90e52c-94bc-41dd-b6e1-2b2a830da5de,27111712,Pullers
o_tools/ee3185a8-ad15-4be5-8ed5-89d60bc81d69,21102204,Forestry saws
o_tools/5376c58d-bffa-4f86-af2b-de4861f31839,45111701,Assistive listening devices
o_tools/d779bb3f-19f1-40d0-b217-d84de2d6cb5d,21101506,Graders or land levelers
o_tools/c0e9a667-8f31-4a6e-a1c9-a50d32f7a604,21101513,Disks
o_tools/36751207-0788-42ee-9194-dc6f20bf73b9,24101705,Conveyor screw
o_tools/f7961471-4b7b-4772-a85d-2d4f958ef0e4,21101502,Harrows
o_tools/9c905ab9-ec93-484c-9a2a-168f904b914e,39101613,Infrared lamps
o_tools/b409960e-8499-41ea-b1b7-a627d5b8eb08,21101908,Milk cooling tanks
o_tools/5df69b90-07f0-4825-a3a6-548cda925543,21101601,Planters
o_tools/3687e761-e1b1-4bc4-8d15-2c31ad8b79e3,21101501,Ploughs
o_tools/aa775073-86ed-4321-9bdf-75d4a205b013,21101802,Dusters
o_tools/186b2c9b-3f13-455a-baa7-60052754f224,21101705,Threshing machines
o_tools/51397c44-4611-4d92-9c2a-6bd07ec253d5,22101522,Track bulldozers
o_tools/8235429d-7f25-4ba2-9441-204b1be6803b,42142614,Hypodermic injection apparatus or accessories
o_tools/3ca40bbe-ce2e-4509-9c9e-ffe0b4f56f26,41104303,Anaerobic jars or accessories
o_tools/48b17382-6aec-4fc1-9fd8-957ee70b85a2,41122106,Inoculating devices
o_tools/118a0507-166d-47b5-979c-b7b032efb618,41122413,Laboratory clamps
o_tools/d8922dc4-35db-4282-b774-eeb38c835ac7,41122406,Laboratory knives
o_tools/e72bf1d5-2b90-4311-896f-6b94e8ff593b,41122404,Laboratory tongs
o_tools/efea9016-9c64-426e-af60-b9cfb83126d0,41102905,Histological staining apparatus
o_tools/de1b4ea8-0434-471b-a448-f9e561a522e5,41104902,Gel filtration equipment
o_tools/f1022dcb-721e-4a48-b4b1-f1b4e7858e0b,41104424,Incubator accessories
o_tools/553ce4b4-e303-448c-aa40-a684b79bea27,41102901,Tissue embedding stations
o_tools/7462274d-50e6-4718-84ca-0539d8dd62f6,41113404,Beta gamma counters
o_tools/adb0544b-02bb-4a13-a51c-4f5b7bc191fb,41104415,Water jacketed single chamber three gas incubators
o_tools/d92512c0-686c-4d02-b0cd-b5a671cdd86e,41103203,Pipette washers
o_tools/5485ba96-ae66-4f42-a76a-c9f44aa4461b,41111915,Bi metallic sensors
o_tools/dce8868b-ab0c-4f35-9d76-acf5b4913df2,41104810,Fractionation apparatus
o_tools/de9aa64e-209d-4b7b-8fcf-d62069cbd6c8,46182003,Gas masks
o_tools/34224468-7716-4ea4-9959-6162c7c56fc6,41112402,Manostats
o_tools/9faf45d4-2415-40cf-98b6-6787571ee1d7,41122001,Chromatography syringes
o_tools/6cb324cc-188b-45b3-863c-470d67f3497f,41122503,Laboratory cork borers
o_tools/8b1ed370-fb4f-496e-a8f8-8026c3b4efe5,41115418,Spectrophotometer accessories
o_tools/9f36b184-8130-400d-99dc-5fa7025533af,41123004,Vacuum desiccators
o_tools/07856896-e14e-4b9d-b729-62608aafdf18,41122201,Glass crucibles
o_tools/15eba975-1cf7-4e21-a8fd-569d7712c117,41121816,Laboratory glass tube
o_tools/a0c4da57-81fe-4643-bce1-3b7a4f994df4,41122202,Ceramic crucibles
o_tools/ff3a06ce-6d51-4f19-b874-8f8152ac324d,39101617,High pressure sodium lamp HID
o_tools/9adcbfd9-dcd6-490c-9567-428961b520fb,40101815,Immersion heaters
o_tools/3d9f55be-9b1c-4533-8ea9-6daa135ef2b7,24111802,Air or gas tanks or cylinders
o_tools/a8e9a07c-f72e-467c-9c4c-5cf3aa1d1421,39101615,Mercury vapor lamp HID
o_tools/99f2d93c-8cae-4a8b-819d-43a42a32b91b,41105105,Metering pumps
o_tools/a23e8042-04a5-4696-b271-a272fcea2bad,39121528,Photoelectric sensors
o_tools/d25bd6df-f6af-4c53-a552-1429ed5311ec,41103008,Refrigerated cooling modules
o_tools/42b9ccbd-f521-442a-85ff-46896ceffc97,47101514,Water purification equipment
o_tools/8fcf43f8-ecc8-46bc-a8d9-415a5a8aca48,15131601,Nuclear fuel rod
o_tools/2e89d140-ec8a-42c4-809d-9b18dcd7e99a,24101619,Bridge cranes
o_tools/515b1164-b1c4-4627-922e-10481d90d116,26141802,Hot cell remote viewing device
o_tools/3cccd40e-c0dd-4def-a96d-18c6263d6e59,26141801,Hot cell remote handling equipment
o_tools/268b281a-88a1-4aae-b1a8-994c7d511730,24101601,Elevators
o_tools/38c83a98-38bc-4780-83bb-e4227395d4cc,47121805,Pressure or steam cleaners
