_id,Scale ID,Element ID,O*NET-SOC Code
o_jobAbilities/d142e4a8-967f-4f24-9656-b7c62649a866,,1.A.4.b.4,15-1132.00
o_jobAbilities/2c115138-42e0-4602-a000-c308831a56a7,,1.A.4.b.5,15-1132.00
o_jobAbilities/e61bc836-d377-4f65-80ef-0da5afd65f1c,,1.A.1.a.1,15-1133.00
o_jobAbilities/0ff8807f-bb83-4faa-a044-6ce92d34ec76,,1.A.1.a.2,15-1133.00
o_jobAbilities/79719d44-f503-4c3a-9c28-f90787d90bfe,,1.A.1.a.3,15-1133.00
o_jobAbilities/28b12921-dbc0-49e1-89e5-f62a7e58264e,,1.A.1.a.4,15-1133.00
o_jobAbilities/94cf306b-204b-4707-b1a7-629f90ab5c75,,1.A.1.b.1,15-1133.00
o_jobAbilities/67c35593-6171-4523-9f3b-6f48cdcc042a,,1.A.1.b.2,15-1133.00
o_jobAbilities/d9432484-9497-4089-9a2f-9a8bebdf756c,,1.A.1.b.3,15-1133.00
o_jobAbilities/24b133e5-1f0f-43ce-a4a4-aa30f0cdad3a,,1.A.1.b.4,15-1133.00
o_jobAbilities/3647aee3-04ac-461d-8af9-786cbea31a8f,,1.A.1.b.5,15-1133.00
o_jobAbilities/91b2c509-cbe1-4149-8ee3-fab5b0dea13f,,1.A.1.b.6,15-1133.00
o_jobAbilities/b5f2007e-6d79-4110-9cb4-8beaba682785,,1.A.1.b.7,15-1133.00
o_jobAbilities/ae745618-e58b-478b-b4a4-ccc9e6493bad,,1.A.1.c.1,15-1133.00
o_jobAbilities/f9c171fa-2e56-412c-8d85-dd688ef1085b,,1.A.1.c.2,15-1133.00
o_jobAbilities/6368845d-ca59-4654-8943-a173232351e9,,1.A.1.d.1,15-1133.00
o_jobAbilities/55a09897-56e5-490c-ba24-7389bf1bcdef,,1.A.1.e.1,15-1133.00
o_jobAbilities/32fd996a-454f-477e-957a-cbcf14a8c485,,1.A.1.e.2,15-1133.00
o_jobAbilities/9b4520b8-9ae3-4c13-8116-4289f854661b,,1.A.1.e.3,15-1133.00
o_jobAbilities/75cb9809-f655-4b3e-9832-62060a6ada69,,1.A.1.f.1,15-1133.00
o_jobAbilities/c893dfc5-82da-4f2f-9d58-36489865e581,,1.A.1.f.2,15-1133.00
o_jobAbilities/b8813922-a95e-4218-8c0b-1d8399f48a19,,1.A.1.g.1,15-1133.00
o_jobAbilities/60b023c9-2423-4ae9-90ed-2a8c3f88de0e,,1.A.1.g.2,15-1133.00
o_jobAbilities/76870842-c6bc-44b3-8537-4fe3e018fb6b,,1.A.2.a.1,15-1133.00
o_jobAbilities/cee86265-9315-473b-b339-a64dbee1939e,,1.A.2.a.2,15-1133.00
o_jobAbilities/64e0cfa6-04a3-49db-b4ee-c0241b642c2e,,1.A.2.a.3,15-1133.00
o_jobAbilities/feeeaad1-66af-4579-a3fb-bad220b4b78c,,1.A.2.b.1,15-1133.00
o_jobAbilities/74e0c7f8-5b84-41a8-9036-a4a8d13729fd,,1.A.2.b.2,15-1133.00
o_jobAbilities/77b5326b-b38f-4343-9875-fca679654e9d,,1.A.2.b.3,15-1133.00
o_jobAbilities/f800a503-872e-4825-8af1-a00933339ae3,,1.A.2.b.4,15-1133.00
o_jobAbilities/f0b0630e-54ca-4642-9c21-11db89919369,,1.A.2.c.1,15-1133.00
o_jobAbilities/2f5b4015-5beb-4c57-82cd-0ba857787f8e,,1.A.2.c.2,15-1133.00
o_jobAbilities/42011328-bacc-41c1-b551-0b2ba135ddbf,,1.A.2.c.3,15-1133.00
o_jobAbilities/f1c35b7e-f475-4635-bde6-bbfa7096afb9,,1.A.3.a.1,15-1133.00
o_jobAbilities/5cac497c-7ef0-40b0-bdb9-688062421854,,1.A.3.a.2,15-1133.00
o_jobAbilities/c8970e40-4e96-4763-b750-7a8c2562f364,,1.A.3.a.3,15-1133.00
o_jobAbilities/0ed9f19c-7980-4ea3-b0b3-ea58e8eb54ec,,1.A.3.a.4,15-1133.00
o_jobAbilities/2549ee05-882a-434d-9b95-e4938808fe54,,1.A.3.b.1,15-1133.00
o_jobAbilities/2ba61f96-bd4b-487e-b8b2-a8c69ef3ae8f,,1.A.3.c.1,15-1133.00
o_jobAbilities/b9bea55b-ccd7-4947-bf2c-e35bb5aa8752,,1.A.3.c.2,15-1133.00
o_jobAbilities/cf9b4712-3eb6-4fdf-bd04-e52f6d467d8a,,1.A.3.c.3,15-1133.00
o_jobAbilities/f9af6285-defb-4315-bb2a-8385a149f593,,1.A.3.c.4,15-1133.00
o_jobAbilities/6e9a96fd-fba4-4f17-aaa6-671085ceb3d2,,1.A.4.a.1,15-1133.00
o_jobAbilities/1e4ddd50-7f5a-45b2-8172-82fec98d4211,,1.A.4.a.2,15-1133.00
o_jobAbilities/3c565f38-c579-41ef-b94d-41e9effc7558,,1.A.4.a.3,15-1133.00
o_jobAbilities/fc8798b4-2954-45a8-bd67-885ee89b5651,,1.A.4.a.4,15-1133.00
o_jobAbilities/1917d60d-640f-4c66-b737-34d66a6a21c1,,1.A.4.a.5,15-1133.00
o_jobAbilities/83983821-9a1d-4f08-8eb6-06b078bb6ed3,,1.A.4.a.6,15-1133.00
o_jobAbilities/a10982a4-87df-4bf7-a910-150a10aabdf6,,1.A.4.a.7,15-1133.00
o_jobAbilities/8fcebc69-8af7-4c77-9816-98976310deb0,,1.A.4.b.1,15-1133.00
o_jobAbilities/93b2cd6d-ea24-4ca0-96d6-3b6ca0844d9b,,1.A.4.b.2,15-1133.00
o_jobAbilities/60432106-e763-44c5-ab16-688d9e200b2e,,1.A.4.b.3,15-1133.00
o_jobAbilities/6bbf8c4f-c79e-4eef-8f9b-a119e91ccaf6,,1.A.4.b.4,15-1133.00
o_jobAbilities/e6c049c2-f3bf-42ca-a4b9-4b61588921d2,,1.A.4.b.5,15-1133.00
o_jobAbilities/111a59c5-3a1a-489c-a992-2ff947ae8b85,,1.A.1.a.1,15-1134.00
o_jobAbilities/9d166104-9976-4eb0-86c1-9504ab294fa3,,1.A.1.a.2,15-1134.00
o_jobAbilities/c918a544-a0eb-48fc-977b-71ee7d060f5f,,1.A.1.a.3,15-1134.00
o_jobAbilities/3f849f7d-ea92-475a-872a-104627d8d732,,1.A.1.a.4,15-1134.00
o_jobAbilities/2b9f2f91-5d39-4a2c-b76a-abc626c653a2,,1.A.1.b.1,15-1134.00
o_jobAbilities/5c4aedaa-e1b1-4086-90be-46ba08b06f2b,,1.A.1.b.2,15-1134.00
o_jobAbilities/9f10afe1-4645-41bb-b0c2-9697842e890c,,1.A.1.b.3,15-1134.00
o_jobAbilities/86edfabd-2484-4b8d-8459-295dc5184c0a,,1.A.1.b.4,15-1134.00
o_jobAbilities/9a915e6d-82a1-469d-8fc5-a00a2f37d390,,1.A.1.b.5,15-1134.00
o_jobAbilities/7e6ad828-fb43-4859-9a14-0258e81b8ef3,,1.A.1.b.6,15-1134.00
o_jobAbilities/f32ae0ba-8bae-4567-88f4-d6bf6cc83bb7,,1.A.1.b.7,15-1134.00
o_jobAbilities/fd5c6d19-50a9-4601-ab1b-475bd2e98625,,1.A.1.c.1,15-1134.00
o_jobAbilities/14bcd2e6-e857-4fa0-bd1f-5f51a522bf7f,,1.A.1.c.2,15-1134.00
o_jobAbilities/e7956b42-286b-4d28-9643-d90a717f8bcd,,1.A.1.d.1,15-1134.00
o_jobAbilities/9303f5ae-d596-4718-b663-42939ca53596,,1.A.1.e.1,15-1134.00
o_jobAbilities/217d4d06-bfeb-452c-9b9a-f02b0085c334,,1.A.1.e.2,15-1134.00
o_jobAbilities/d65897c9-9f7d-4271-9982-5d98553bfe11,,1.A.1.e.3,15-1134.00
o_jobAbilities/77973bc7-9c7d-497a-815d-dec61f4debf1,,1.A.1.f.1,15-1134.00
o_jobAbilities/b7107cbc-3db9-4492-bead-b57a0b4b79da,,1.A.1.f.2,15-1134.00
o_jobAbilities/2917536c-83b6-477e-8724-16863db6f8ec,,1.A.1.g.1,15-1134.00
o_jobAbilities/b068195b-0bb6-4a57-a7ab-8d7b68319f0a,,1.A.1.g.2,15-1134.00
o_jobAbilities/c7c99063-0367-4ed4-8863-3d329533c4ff,,1.A.2.a.1,15-1134.00
o_jobAbilities/c382e67b-ae08-49e6-af25-ee5a262c389c,,1.A.2.a.2,15-1134.00
o_jobAbilities/7151cfe4-2128-4434-8f92-c0704428f9a9,,1.A.2.a.3,15-1134.00
o_jobAbilities/8e9f08eb-b86c-4b78-8a23-b9a95e77ba3c,,1.A.2.b.1,15-1134.00
o_jobAbilities/7cafda0f-7a3a-4e0e-9631-3e960aadc690,,1.A.2.b.2,15-1134.00
o_jobAbilities/cc1c6cb1-be55-46b3-9589-cc9097e68c1c,,1.A.2.b.3,15-1134.00
o_jobAbilities/ad6263d4-cece-40c0-b6aa-e06b3d4e3e72,,1.A.2.b.4,15-1134.00
o_jobAbilities/5a6e9157-e3eb-4b8f-ba16-5f2add16e45a,,1.A.2.c.1,15-1134.00
o_jobAbilities/e0ba86fd-b9f9-4685-834c-12aba4dd6d7c,,1.A.2.c.2,15-1134.00
o_jobAbilities/8dc1c30e-dc4e-401c-a3bd-db52a2cd39f4,,1.A.2.c.3,15-1134.00
o_jobAbilities/079a0965-fd03-4454-a8d5-cb6c75a9551a,,1.A.3.a.1,15-1134.00
o_jobAbilities/38f1d20d-3ca1-4992-8be9-688a88a18077,,1.A.3.a.2,15-1134.00
o_jobAbilities/404b180e-b96e-4561-897c-d285359194b7,,1.A.3.a.3,15-1134.00
o_jobAbilities/b105fe81-b32b-44d0-a834-7c332d4c2b25,,1.A.3.a.4,15-1134.00
o_jobAbilities/edf7dc7f-5abb-433d-b317-bd07e766933d,,1.A.3.b.1,15-1134.00
o_jobAbilities/51c6bddd-6619-48ec-b50c-46e8803df5ca,,1.A.3.c.1,15-1134.00
o_jobAbilities/51d1fe28-6a0d-43fc-8de8-6936007f20cd,,1.A.3.c.2,15-1134.00
o_jobAbilities/4cb22a2d-5676-491f-844b-cd1172b9800e,,1.A.3.c.3,15-1134.00
o_jobAbilities/5bdc481c-30f1-47b6-b48c-110ca7bda361,,1.A.3.c.4,15-1134.00
o_jobAbilities/0d0f88df-1727-41b5-950e-63d54115c056,,1.A.4.a.1,15-1134.00
o_jobAbilities/13a16543-5649-46fe-88fa-fac8180f1a79,,1.A.4.a.2,15-1134.00
o_jobAbilities/51a95db4-a12c-4de9-8f2b-5066b6cb19ac,,1.A.4.a.3,15-1134.00
o_jobAbilities/33cf89ca-f915-4d1b-a3d3-0d37b14d3b7a,,1.A.4.a.4,15-1134.00
o_jobAbilities/bd034421-f9cf-4a70-a39d-f9045db272d3,,1.A.4.a.5,15-1134.00
o_jobAbilities/b28e2a35-8f00-46ab-a639-2ef818db01d3,,1.A.4.a.6,15-1134.00
o_jobAbilities/a43ad83c-b7f0-401d-900c-a9c521ca60c7,,1.A.4.a.7,15-1134.00
o_jobAbilities/62a653af-5d5a-48cd-9729-a5010bd94338,,1.A.4.b.1,15-1134.00
o_jobAbilities/3704bcb2-e088-4d63-80a4-bcda394ecbf8,,1.A.4.b.2,15-1134.00
o_jobAbilities/048ec875-6dc5-440b-9616-14da10992cc1,,1.A.4.b.3,15-1134.00
o_jobAbilities/46108ac6-a96a-443c-8916-76146472b1e8,,1.A.4.b.4,15-1134.00
o_jobAbilities/ce970396-1e99-4d89-8ac9-41050c805930,,1.A.4.b.5,15-1134.00
o_jobAbilities/292ea7ac-477b-489b-b1ec-e0ad49b0f137,,1.A.1.a.1,15-1141.00
o_jobAbilities/892bb997-5a1e-4fe0-8d76-c70becacbf9b,,1.A.1.a.2,15-1141.00
o_jobAbilities/492bf67c-c12e-491f-bb38-2dcd188ffd03,,1.A.1.a.3,15-1141.00
o_jobAbilities/ad417632-2454-4b5a-a9a4-d14cdacb5db3,,1.A.1.a.4,15-1141.00
o_jobAbilities/d62f02d0-a578-4520-acb2-7a7342a89c0a,,1.A.1.b.1,15-1141.00
o_jobAbilities/6ea2285e-6bd2-4441-912e-f058f7620cfb,,1.A.1.b.2,15-1141.00
o_jobAbilities/5f134aab-0bc2-4227-bc03-cf163a3e836d,,1.A.1.b.3,15-1141.00
o_jobAbilities/04efa263-b8c4-4383-a241-0e618043a3bd,,1.A.1.b.4,15-1141.00
o_jobAbilities/831cdedf-6d92-48f2-b76d-2a2dc44e0683,,1.A.1.b.5,15-1141.00
o_jobAbilities/f2eeb27a-e8b9-4dc4-bd30-3a7e5e161a08,,1.A.1.b.6,15-1141.00
o_jobAbilities/1c91283c-4545-4cf7-ab0a-51d9630fc3cf,,1.A.1.b.7,15-1141.00
o_jobAbilities/ef1fc7e7-a22c-462d-87ec-db766887ccce,,1.A.1.c.1,15-1141.00
o_jobAbilities/3ba501cb-09f1-433f-a37c-41f204f5d289,,1.A.1.c.2,15-1141.00
o_jobAbilities/12806864-c030-4285-9c29-011d209d9010,,1.A.1.d.1,15-1141.00
o_jobAbilities/5d575d84-e28a-43a5-b29d-3533a595f838,,1.A.1.e.1,15-1141.00
o_jobAbilities/e29088fa-3b47-4bcb-a89e-84cf3e09e4b2,,1.A.1.e.2,15-1141.00
o_jobAbilities/7095b27e-2393-42f2-92f7-9f6f6b1b2cbd,,1.A.1.e.3,15-1141.00
o_jobAbilities/bea5bc79-be01-46e1-a6e6-bd76f85ed9ab,,1.A.1.f.1,15-1141.00
o_jobAbilities/477e9556-18bb-4324-aa2f-5c9ff0a3f004,,1.A.1.f.2,15-1141.00
o_jobAbilities/82152635-f4bb-4c4d-a2f3-8e65af056f08,,1.A.1.g.1,15-1141.00
o_jobAbilities/93278a79-9281-4993-9937-060d98dce39b,,1.A.1.g.2,15-1141.00
o_jobAbilities/5a5001e0-a013-41ca-87bb-cc2aa7b05193,,1.A.2.a.1,15-1141.00
o_jobAbilities/86f018a3-bd5a-4be3-855e-20b4cff43c79,,1.A.2.a.2,15-1141.00
o_jobAbilities/6eb84907-419e-4a0b-9bef-d9f8d255afbd,,1.A.2.a.3,15-1141.00
o_jobAbilities/d19df4f1-f00a-469e-a894-60eaab7d66c2,,1.A.2.b.1,15-1141.00
o_jobAbilities/a98b0369-4c07-4549-869e-e3b3b126d381,,1.A.2.b.2,15-1141.00
o_jobAbilities/efe24d55-af19-46a0-b36f-6f44eafb72ce,,1.A.2.b.3,15-1141.00
o_jobAbilities/586a2b4b-af20-41e9-b613-0589b986b3fc,,1.A.2.b.4,15-1141.00
o_jobAbilities/9c2f6cab-aebb-47c4-94ab-8a9aeaae7583,,1.A.2.c.1,15-1141.00
o_jobAbilities/abc0140d-26d5-426c-94aa-472f0baf0200,,1.A.2.c.2,15-1141.00
o_jobAbilities/9be5cbb2-98d4-4a3d-a953-f01bc64ee030,,1.A.2.c.3,15-1141.00
o_jobAbilities/c27af35a-df54-46c8-855f-69570705416e,,1.A.3.a.1,15-1141.00
o_jobAbilities/b9de2120-3b11-4edf-bdb6-0c470c7f0bcc,,1.A.3.a.2,15-1141.00
o_jobAbilities/604136c6-cfe0-4d51-8772-a4196198fc3f,,1.A.3.a.3,15-1141.00
o_jobAbilities/bcd32da5-adf4-4c12-80bf-731544756930,,1.A.3.a.4,15-1141.00
o_jobAbilities/14e14dd5-67c6-4cf1-8827-184a3c3649a6,,1.A.3.b.1,15-1141.00
o_jobAbilities/3bd999a7-0ba6-4ca3-ba6a-00528f75ba80,,1.A.3.c.1,15-1141.00
o_jobAbilities/59f14a7f-1731-49bc-8eab-e8e404f44f54,,1.A.3.c.2,15-1141.00
o_jobAbilities/26fbbd83-1160-48b0-9691-5232c78d0255,,1.A.3.c.3,15-1141.00
o_jobAbilities/7203c1b1-f8bf-415d-b2aa-d8ae74aa33cc,,1.A.3.c.4,15-1141.00
o_jobAbilities/d4b1b285-8033-4231-828a-8fc39321b0c7,,1.A.4.a.1,15-1141.00
o_jobAbilities/0a39c427-8c40-4cc2-9285-13f81267f6e7,,1.A.4.a.2,15-1141.00
o_jobAbilities/64aa4b15-c1de-4ae8-8d99-230c8f50ef97,,1.A.4.a.3,15-1141.00
o_jobAbilities/7c7320dc-ecc0-49cb-a9e0-c228b554b64a,,1.A.4.a.4,15-1141.00
o_jobAbilities/b286dc0a-470c-4f7c-89aa-9511a6572852,,1.A.4.a.5,15-1141.00
o_jobAbilities/c24f66b1-2ba9-4702-b1d8-e1cf96080797,,1.A.4.a.6,15-1141.00
o_jobAbilities/d5deaf9e-8db4-4ffb-8943-43653865eb72,,1.A.4.a.7,15-1141.00
o_jobAbilities/069ae295-3c53-4275-bbf2-430c51c10712,,1.A.4.b.1,15-1141.00
o_jobAbilities/704e0885-00c7-4491-844c-6abd452f9aa7,,1.A.4.b.2,15-1141.00
o_jobAbilities/7ec71d39-c937-4616-9d81-a9753103c197,,1.A.4.b.3,15-1141.00
o_jobAbilities/c382b9c6-4d26-4c5d-890c-cc1910e699f2,,1.A.4.b.4,15-1141.00
o_jobAbilities/4f06caf0-dadc-4fab-ad76-5933f6d87573,,1.A.4.b.5,15-1141.00
o_jobAbilities/36170521-c33e-4176-b21b-d736aa92d017,,1.A.1.a.1,15-1142.00
o_jobAbilities/ba2b49e7-e2c7-40e6-81c7-3429968cc8d3,,1.A.1.a.2,15-1142.00
o_jobAbilities/41f3b3d4-a890-4a89-858e-4d3341bba6ee,,1.A.1.a.3,15-1142.00
o_jobAbilities/58742063-d2a3-48f2-a221-97bf46967df5,,1.A.1.a.4,15-1142.00
o_jobAbilities/cb5612bc-81f9-48ff-a17f-18522aca0e56,,1.A.1.b.1,15-1142.00
o_jobAbilities/122ba9f1-591d-419a-bef4-f3dcdfb880b1,,1.A.1.b.2,15-1142.00
o_jobAbilities/739ded66-f4e6-48a5-a14b-2d4a968ab08a,,1.A.1.b.3,15-1142.00
o_jobAbilities/26bb3cc6-95be-46fb-9f20-355b9678ae01,,1.A.1.b.4,15-1142.00
o_jobAbilities/fdf141f1-a777-450a-99fb-6cef1241a88d,,1.A.1.b.5,15-1142.00
o_jobAbilities/0f2514d2-a8f7-4beb-94a2-329893a2af45,,1.A.1.b.6,15-1142.00
o_jobAbilities/1986fdfe-5a7b-4b3a-9a7a-b1359eeea181,,1.A.1.b.7,15-1142.00
o_jobAbilities/d491d0e6-c7bc-4c93-84d4-60304e9838fb,,1.A.1.c.1,15-1142.00
o_jobAbilities/49e283f6-ed6f-4031-bf14-61b80513a239,,1.A.1.c.2,15-1142.00
o_jobAbilities/94875ca5-f5f6-4aec-8e09-99760008e70e,,1.A.1.d.1,15-1142.00
o_jobAbilities/f6b724cd-29f9-49a3-b848-dbd09b11f1c3,,1.A.1.e.1,15-1142.00
o_jobAbilities/114030ba-aafe-4b73-b21a-3c375fc965ec,,1.A.1.e.2,15-1142.00
o_jobAbilities/545f363d-b6ce-46f4-a472-dc16ea82822f,,1.A.1.e.3,15-1142.00
o_jobAbilities/876441f2-e4bc-4f91-9d8c-0dea41270c66,,1.A.1.f.1,15-1142.00
o_jobAbilities/95eeb4d4-bf7a-4980-a52d-e40c40b8f78d,,1.A.1.f.2,15-1142.00
o_jobAbilities/365a484a-98dc-47c3-a4c2-d6bcf0db55f7,,1.A.1.g.1,15-1142.00
o_jobAbilities/1bcc411b-5c8f-4d1e-b366-201018a30e0f,,1.A.1.g.2,15-1142.00
o_jobAbilities/6a7423d8-e3a3-49bf-ab55-8c4f7fff9ccf,,1.A.2.a.1,15-1142.00
o_jobAbilities/7dc7c35b-733c-4dbe-963a-b939a0389d27,,1.A.2.a.2,15-1142.00
o_jobAbilities/9d8199ef-69ef-4c72-9eba-86763b78134b,,1.A.2.a.3,15-1142.00
o_jobAbilities/1a54d14e-4463-441e-99cc-abdea960feb7,,1.A.2.b.1,15-1142.00
o_jobAbilities/caa4dbef-41fe-4f41-82d1-3ff40531299a,,1.A.2.b.2,15-1142.00
o_jobAbilities/b15d94f8-f9c3-42ff-af24-05439d5ffa97,,1.A.2.b.3,15-1142.00
o_jobAbilities/05c157d8-859d-4186-9ab4-91d24e0a13a8,,1.A.2.b.4,15-1142.00
o_jobAbilities/22c96e7f-ed47-4da2-880f-e30eaed06651,,1.A.2.c.1,15-1142.00
o_jobAbilities/1ea1273c-b964-4a8b-9ec7-e3b5a6a42f50,,1.A.2.c.2,15-1142.00
o_jobAbilities/a2cfa9f3-a862-4c3c-a56c-21c031e15e5f,,1.A.2.c.3,15-1142.00
o_jobAbilities/8da902d1-f6e6-4428-bf72-6f72e4e21d35,,1.A.3.a.1,15-1142.00
o_jobAbilities/7d6707a7-43c5-48a2-9b66-bf13071bd54c,,1.A.3.a.2,15-1142.00
o_jobAbilities/7ef168a5-4862-4267-b894-b5616fe51dce,,1.A.3.a.3,15-1142.00
o_jobAbilities/1c850133-c1d9-4608-b787-f1115e6b3014,,1.A.3.a.4,15-1142.00
o_jobAbilities/e6cf6892-c328-47d0-8d4a-77e97cb89892,,1.A.3.b.1,15-1142.00
o_jobAbilities/750d1c31-6c80-42bd-8d34-f0f3a264f670,,1.A.3.c.1,15-1142.00
o_jobAbilities/bc8f0cf8-3e03-4868-857c-757f87ab82ae,,1.A.3.c.2,15-1142.00
o_jobAbilities/9e6bf25b-2d4d-4fc8-97c5-3c95de48725f,,1.A.3.c.3,15-1142.00
o_jobAbilities/18cb1e01-b9b8-4d81-ab7b-fc4f3778afae,,1.A.3.c.4,15-1142.00
o_jobAbilities/3830a1bb-15a0-42bd-8450-21e668b7c97a,,1.A.4.a.1,15-1142.00
o_jobAbilities/c5274680-b451-44df-ab6f-d0da8a6983ab,,1.A.4.a.2,15-1142.00
o_jobAbilities/8f8547eb-a865-4eb6-bde2-14f70278f2d6,,1.A.4.a.3,15-1142.00
o_jobAbilities/ba006268-9c2a-4188-bd36-329687c40fd7,,1.A.4.a.4,15-1142.00
o_jobAbilities/a62eee75-f928-4a48-a7ee-a82d3f469100,,1.A.4.a.5,15-1142.00
o_jobAbilities/109a604d-f5f7-468c-93f0-eb9b337f7cff,,1.A.4.a.6,15-1142.00
o_jobAbilities/5ebedfe9-38df-4450-b748-09d6c0e8422e,,1.A.4.a.7,15-1142.00
o_jobAbilities/8edfceb7-44a1-42e1-9ba3-d2119ff18bea,,1.A.4.b.1,15-1142.00
o_jobAbilities/3830f947-f852-43c2-a866-e6a95ce60c80,,1.A.4.b.2,15-1142.00
o_jobAbilities/8dadf142-f86d-43db-a91a-8c6e00729edf,,1.A.4.b.3,15-1142.00
o_jobAbilities/504ae8e6-54e1-4410-85f1-e75d9d32e55f,,1.A.4.b.4,15-1142.00
o_jobAbilities/2d27c407-78f4-40f9-9c97-8933f2088b81,,1.A.4.b.5,15-1142.00
o_jobAbilities/7ebe9da0-9d1d-4aaf-8846-0234a18463c4,,1.A.1.a.1,15-1143.00
o_jobAbilities/a7799773-5a02-4666-ad82-db8f4c526ed4,,1.A.1.a.2,15-1143.00
o_jobAbilities/311af3e3-4950-449f-b73e-655cc5d71a60,,1.A.1.a.3,15-1143.00
o_jobAbilities/890973e4-b832-4fce-a658-e802c04f8604,,1.A.1.a.4,15-1143.00
o_jobAbilities/89e412d7-4eb0-4e24-8e2f-2216dcc8be32,,1.A.1.b.1,15-1143.00
o_jobAbilities/ecca3835-7d04-43bd-8bca-eba57d391771,,1.A.1.b.2,15-1143.00
o_jobAbilities/287cde64-4b38-4317-8157-95c162de383f,,1.A.1.b.3,15-1143.00
o_jobAbilities/e2fc5032-f05e-499a-945d-d010d0f91db3,,1.A.1.b.4,15-1143.00
o_jobAbilities/1a02dd54-ca4d-465a-b699-377ea09d026e,,1.A.1.b.5,15-1143.00
o_jobAbilities/52c6c0da-58f5-4f0d-af14-22328b880ac4,,1.A.1.b.6,15-1143.00
o_jobAbilities/1a97ba62-1e4a-4a85-b8c0-e07f0555004f,,1.A.1.b.7,15-1143.00
o_jobAbilities/e629850d-646f-4ced-b6e2-f5b7dcafdb79,,1.A.1.c.1,15-1143.00
o_jobAbilities/25408fa4-d59c-4272-b6ee-c6faba45ecb8,,1.A.1.c.2,15-1143.00
o_jobAbilities/59038fcd-3ff8-4450-8775-683307972afc,,1.A.1.d.1,15-1143.00
o_jobAbilities/16606767-59a9-470a-9b10-54e2c3ad4059,,1.A.1.e.1,15-1143.00
o_jobAbilities/e65e4ccd-7f5e-4f87-9668-5a6b250615e9,,1.A.1.e.2,15-1143.00
o_jobAbilities/e206e309-7a67-4973-b396-66568d3c3d3e,,1.A.1.e.3,15-1143.00
o_jobAbilities/90552999-01cf-4e1c-a8bd-baf3232ff9dd,,1.A.1.f.1,15-1143.00
o_jobAbilities/8edafb28-bb9f-42ee-8643-118e23972e37,,1.A.1.f.2,15-1143.00
o_jobAbilities/0a4f21cc-9add-4423-b6c1-e8914a9d6f5e,,1.A.1.g.1,15-1143.00
o_jobAbilities/54f9c5f2-7700-4682-aa13-7647bc9eb21c,,1.A.1.g.2,15-1143.00
o_jobAbilities/4debb7ce-4658-40da-8817-d86f31416af8,,1.A.2.a.1,15-1143.00
o_jobAbilities/25b85df5-50c6-48ba-a433-562289ccd608,,1.A.2.a.2,15-1143.00
o_jobAbilities/620cebf4-dbe9-48fa-9ee6-2760f6fd34fe,,1.A.2.a.3,15-1143.00
o_jobAbilities/d72f0a93-066c-4051-a373-39db86e838b0,,1.A.2.b.1,15-1143.00
o_jobAbilities/02f83538-fc91-4b8d-a378-34adb59eacaa,,1.A.2.b.2,15-1143.00
o_jobAbilities/6b71d5e1-532f-445b-ae47-5e1f99599090,,1.A.2.b.3,15-1143.00
o_jobAbilities/eae92854-e0d7-43bd-852f-5e5507fe57b1,,1.A.2.b.4,15-1143.00
o_jobAbilities/4a301651-e431-46df-9a6d-07a2d8b7cc7f,,1.A.2.c.1,15-1143.00
o_jobAbilities/2faf9231-e2e6-498c-8e04-5570339c2410,,1.A.2.c.2,15-1143.00
o_jobAbilities/d0b53ee7-11ff-44a0-97bb-afe0053e94cb,,1.A.2.c.3,15-1143.00
o_jobAbilities/02c12937-1683-4a08-8001-32212fc9c88f,,1.A.3.a.1,15-1143.00
o_jobAbilities/230218e7-77d0-4046-a185-d570ad8408ed,,1.A.3.a.2,15-1143.00
o_jobAbilities/6f3f08a2-936d-43a4-91a7-c177e14d25c0,,1.A.3.a.3,15-1143.00
o_jobAbilities/b5effc09-b279-4121-a516-9e4c4d00c6d0,,1.A.3.a.4,15-1143.00
o_jobAbilities/5cb8cc02-b502-45e9-98d1-b7136cd02269,,1.A.3.b.1,15-1143.00
o_jobAbilities/b30668cb-be57-4389-b827-504c713b1b4b,,1.A.3.c.1,15-1143.00
o_jobAbilities/978c0179-b471-435a-81f1-2c76ed20ddcc,,1.A.3.c.2,15-1143.00
o_jobAbilities/9406c716-8045-49d4-9f21-f3036c1972f3,,1.A.3.c.3,15-1143.00
o_jobAbilities/9f70a7fa-0499-4f02-82d3-be12de6dd3cd,,1.A.3.c.4,15-1143.00
o_jobAbilities/f339ac64-607e-4780-8d20-1cb07e5531a3,,1.A.4.a.1,15-1143.00
o_jobAbilities/e5667478-9ca9-413d-b88e-47356d306d10,,1.A.4.a.2,15-1143.00
o_jobAbilities/d679b886-2093-4bc3-bd25-f2bcaaf2cc75,,1.A.4.a.3,15-1143.00
o_jobAbilities/15b7a8b4-e619-4826-8778-2885849fb65d,,1.A.4.a.4,15-1143.00
o_jobAbilities/27593883-4dcc-4064-95ef-56dfbca00844,,1.A.4.a.5,15-1143.00
o_jobAbilities/0d763be2-c5b4-4584-b216-e9039f311baf,,1.A.4.a.6,15-1143.00
o_jobAbilities/07b531b0-5a99-491a-8f4f-dec4fc3f875c,,1.A.4.a.7,15-1143.00
o_jobAbilities/227d7de3-9fd3-4ef4-9d3f-0366e92e98e2,,1.A.4.b.1,15-1143.00
o_jobAbilities/ed07eea2-ed99-4f3a-84ac-f5bc847ca9cf,,1.A.4.b.2,15-1143.00
